,dates,total,pack,carton,grcy,grcy_nt,misc_total,vape,tobacco,beer,cigar,lotto,p_o,scratch,scp_o,main,card
348,2021-06-14,4452.03,553.24,111.9,80.89,36.72,963.3500000000001,1035.3,287.39,541.12,362.45,118.0,-26.0,23.0,-25.0,-3568.39,2603.16
349,2021-06-15,5365.17,586.47,91.9,143.15,68.18,1262.5199999999998,1638.62,180.48,587.62,352.66,92.0,-40.0,-11.0,-67.0,-4405.01,3294.98
350,2021-06-16,5470.06,786.93,163.7,171.92,65.41,967.71,1534.98,233.9,666.42,233.87,172.0,-3.0,55.0,-50.0,-4821.85,3595.31
351,2021-06-17,5028.44,870.52,80.9,138.68,64.47,616.36,1264.54,240.55,705.09,405.3,121.0,-7.0,165.0,-65.0,-4175.06,3133.63
352,2021-06-18,6192.12,846.2,79.6,104.2,83.34,1101.7799999999997,1402.22,268.06,859.33,765.04,126.0,-15.0,141.0,-107.0,-4618.38,3501.25
353,2021-06-19,5779.68,630.37,0.0,176.64,98.37,986.49,1251.22,242.98,586.73,1145.8,198.0,-20.0,36.0,-50.0,-4762.75,3528.99
354,2021-06-20,4432.18,551.36,0.0,137.05,17.71,745.49,1037.04,187.41,524.72,632.54,102.0,-2.0,251.0,-130.0,-3635.01,2792.38
355,2021-06-21,5350.04,745.53,280.6,101.8,47.93,869.6400000000001,1600.64,186.75,632.84,282.0,162.0,-13.0,102.0,-114.0,-4651.81,3350.45
356,2021-06-22,5813.57,720.7,91.9,105.48,45.61,980.2700000000001,1720.0,326.04,813.64,342.0,114.0,-4.0,120.0,-67.0,-4721.2,3441.73
357,2021-06-23,5430.95,742.63,351.2,152.03,55.26,587.0400000000001,1751.8,197.69,507.98,446.35,170.0,-15.0,15.0,0.0,-4335.07,3234.78
358,2021-06-24,5328.84,718.02,91.9,152.91,57.09,894.13,1549.39,227.67,825.03,408.23,154.0,-294.0,77.0,-13.0,-4739.52,4159.28
359,2021-06-25,5282.01,821.42,0.0,143.8,70.48,604.8399999999999,1616.02,218.32,692.12,455.23,146.0,-3.0,97.0,-31.0,-4441.74,3518.13
360,2021-06-26,5350.7,769.99,0.0,180.67,88.4,740.9800000000001,1361.25,153.48,796.27,556.25,167.0,-10.0,137.0,-42.0,-4857.37,3698.35
361,2021-06-27,3982.72,528.2,0.0,145.55,46.08,568.9100000000001,1034.33,163.0,570.47,298.51,271.0,-53.0,237.0,-155.0,-3011.4,2144.72
362,2021-06-28,4445.96,768.21,203.8,185.49,75.04,327.51000000000005,1084.62,203.18,707.5,340.34,166.0,-2.0,123.0,-115.0,-3610.95,2698.19
363,2021-06-29,5746.16,851.67,71.8,126.86,32.74,1509.1100000000001,1177.92,192.15,662.18,429.12,242.0,-4.0,85.0,-135.0,-4595.42,3451.45
364,2021-06-30,5207.79,662.93,0.0,117.32,67.46,699.2900000000001,1654.88,164.19,679.26,572.91,124.0,-2.0,22.0,-5.0,-4634.96,3496.92
365,2021-07-01,6112.84,1120.68,0.0,106.9,66.75,1132.35,1381.72,314.27,633.38,678.98,126.0,0.0,145.0,-130.0,-4877.55,3745.69
366,2021-07-02,6774.64,813.62,168.7,210.4,59.14,889.6500000000001,1799.59,230.51,1055.59,703.91,99.0,0.0,179.0,-22.0,-5514.48,4192.68
367,2021-07-03,6523.84,753.05,91.0,186.26,71.12,1017.54,1583.36,243.22,684.46,1089.6,123.0,-10.0,206.0,-80.0,-5734.76,4220.47
368,2021-07-04,5122.19,600.89,0.0,97.24,146.94,682.1800000000001,1454.43,190.04,802.41,616.38,58.0,0.0,60.0,-31.0,-4540.16,3611.39
369,2021-07-05,3901.71,633.99,111.9,75.27,58.7,589.99,1012.2,200.11,505.95,294.01,125.0,0.0,111.0,-159.0,-3334.69,2510.72
370,2021-07-06,5640.5,857.15,0.0,154.21,57.91,744.18,1760.28,180.39,613.33,586.2,256.0,-6.0,58.0,-111.0,-4523.35,3414.89
371,2021-07-07,6416.24,709.08,91.9,165.08,85.6,814.68,2174.14,257.04,762.36,583.26,172.0,-11.0,164.0,-108.0,-5764.11,4579.11
372,2021-07-08,6024.54,826.57,175.6,121.91,53.19,1332.0800000000002,1562.66,297.77,541.85,451.57,163.0,-8.0,102.0,-127.0,-4822.9,3575.1
373,2021-07-09,5881.61,950.74,0.0,158.5,108.89,677.44,1572.57,203.85,856.1,707.46,228.0,-45.0,140.0,-190.0,-4975.88,3597.39
374,2021-07-10,6322.12,790.13,0.0,167.95,52.46,859.1000000000001,1919.18,217.23,727.35,792.93,225.0,-51.0,182.0,-108.0,-4686.42,3475.16
375,2021-07-11,4089.44,578.69,0.0,89.25,45.56,529.92,1087.91,241.61,593.09,474.63,161.0,-56.0,25.0,-41.0,-3599.1,2740.93
376,2021-07-12,5914.29,648.55,339.5,115.85,79.93,1287.9700000000003,1577.77,227.36,730.09,266.55,122.0,-11.0,60.0,-50.0,-4320.29,3492.04
377,2021-07-13,5229.5,582.75,0.0,131.22,72.6,642.1700000000001,1456.24,196.76,851.65,724.08,82.0,-3.0,48.0,-14.0,-4346.44,3151.28
378,2021-07-14,4386.06,574.91,0.0,153.37,89.72,491.29,1472.62,215.44,599.46,249.27,116.0,0.0,53.0,-5.0,-3503.39,2642.93
379,2021-07-15,5830.63,996.42,91.9,166.89,71.91,1045.89,1323.32,270.36,712.35,531.33,64.0,0.0,190.0,-148.0,-4757.54,3405.18
380,2021-07-16,6377.71,802.11,168.7,118.54,99.89,1015.3300000000002,1800.85,353.3,875.59,569.36,97.0,0.0,137.0,-234.0,-5607.65,4303.62
381,2021-07-17,5463.13,741.69,0.0,142.93,69.96,988.1899999999999,1397.85,180.86,574.51,604.7,155.0,-7.0,209.0,-58.0,-4618.86,3554.41
382,2021-07-18,4532.91,669.19,91.0,162.83,51.6,761.61,1073.96,267.42,470.53,523.49,97.0,-14.0,0.0,-24.0,-3776.69,2802.97
383,2021-07-19,6446.02,634.2,111.9,180.63,79.8,1325.13,1850.7,252.68,729.57,565.86,151.0,-6.0,45.0,-40.0,-5644.62,4277.77
384,2021-07-20,6419.64,621.71,0.0,144.0,50.29,2243.3100000000004,1458.44,259.09,704.59,233.42,100.0,0.0,50.0,-12.0,-5511.57,4340.44
385,2021-07-21,5082.21,577.49,0.0,117.94,54.98,996.29,1495.31,225.83,575.61,335.14,185.0,-7.0,228.0,-135.0,-4054.26,3112.61
386,2021-07-22,6490.6,1004.64,0.0,171.99,109.31,1355.01,1570.18,284.35,843.93,529.87,154.0,-84.0,25.0,-50.0,-5785.57,4495.63
387,2021-07-23,6103.2,763.29,328.4,146.8,106.41,708.9799999999999,1712.9,238.75,864.26,533.41,164.0,-44.0,55.0,-5.0,-5009.69,3967.6
388,2021-07-24,6808.42,677.79,0.0,178.7,124.47,1238.4,2161.35,201.02,946.61,475.79,187.0,-7.0,235.0,-199.0,-5870.89,4443.28
389,2021-07-25,4658.92,483.58,0.0,118.1,86.41,593.58,1550.19,197.94,687.37,502.12,142.0,-21.0,108.0,-203.0,-4108.88,3237.32
390,2021-07-26,6099.77,769.75,111.9,148.86,78.84,991.31,1800.08,315.04,647.64,542.32,145.0,-15.0,95.0,-64.0,-4840.39,3686.79
391,2021-07-27,5567.96,658.65,0.0,165.71,55.13,1036.72,1585.16,236.2,689.7,521.98,138.0,-52.0,53.0,-10.0,-4923.2,3761.77
392,2021-07-28,5497.63,633.17,0.0,198.51,58.09,714.01,1678.79,170.2,819.47,507.8,169.0,-11.0,167.0,-80.0,-4754.44,3588.41
393,2021-07-29,6606.7,930.83,91.9,185.66,143.38,1629.45,1628.74,254.55,783.68,326.06,81.0,0.0,228.0,-260.0,-5538.4,4256.48
394,2021-07-30,6625.45,947.08,0.0,163.68,99.31,1111.6200000000001,1773.76,237.52,853.01,570.35,210.0,-2.0,351.0,-256.0,-5766.49,4474.72
395,2021-07-31,6466.19,730.54,0.0,201.46,49.96,1273.1,1777.36,314.04,522.01,704.2,189.0,-4.0,145.0,-10.0,-5732.2,4421.8
396,2021-08-01,5724.04,611.3,0.0,144.17,91.42,990.99,1725.37,246.45,628.66,589.68,126.0,-10.0,101.0,-15.0,-5130.77,3978.9
397,2021-08-02,5402.84,710.5,111.9,175.44,55.53,800.89,1442.96,234.23,703.79,443.91,275.0,-14.0,60.0,-60.0,-4794.98,3681.24
398,2021-08-03,6144.34,822.58,91.9,160.77,57.52,1349.7,1741.32,272.74,621.18,246.62,129.0,-3.0,296.0,-173.0,-4355.25,3500.06
399,2021-08-04,5395.27,656.12,71.8,154.91,100.0,881.17,1624.76,274.26,548.53,418.41,163.0,-4.0,83.0,-40.0,-4199.61,2904.55
400,2021-08-05,5298.66,802.93,87.8,124.42,74.6,699.94,1585.75,193.01,554.89,570.1,92.0,0.0,161.0,-110.0,-4574.34,3563.78
401,2021-08-06,6513.33,838.97,0.0,183.27,117.22,898.25,1532.91,301.0,988.27,930.69,139.0,-2.0,90.0,-72.0,-5258.24,4230.79
402,2021-08-07,5746.03,803.45,0.0,138.48,75.8,1296.91,1669.56,213.88,565.33,321.38,164.0,-36.0,38.0,-6.0,-5035.97,3862.21
403,2021-08-08,4924.08,516.06,0.0,96.9,56.8,651.3800000000001,1520.17,209.12,538.17,790.02,96.0,-3.0,30.0,-10.0,-4386.55,3361.12
404,2021-08-09,5493.7,696.92,369.6,146.92,37.66,586.68,1577.87,279.51,670.09,541.22,126.0,-7.0,25.0,-44.0,-4733.67,3986.56
405,2021-08-10,5216.65,813.9,0.0,199.37,62.88,884.5,1620.56,150.0,684.63,104.95,146.0,-2.0,70.0,-25.0,-3762.58,3070.37
406,2021-08-11,5054.1,593.13,91.0,124.47,49.33,880.52,1627.13,235.06,692.91,198.01,101.0,-6.0,89.0,-66.0,-4056.02,3265.93
407,2021-08-12,6412.6,708.88,80.5,250.96,109.42,780.22,2393.17,185.85,784.5,467.49,91.0,-6.0,166.0,-236.0,-5297.48,4848.18
408,2021-08-13,6677.86,872.85,0.0,207.74,72.56,795.1,1919.28,247.85,1049.73,785.53,211.0,-10.0,229.0,-291.0,-5541.59,4610.9
409,2021-08-14,6000.48,624.77,91.9,148.43,93.06,1325.51,1440.82,256.3,683.31,709.12,100.0,-2.0,46.0,-45.0,-5241.45,4011.28
410,2021-08-15,4337.77,562.91,0.0,118.15,60.73,578.85,1355.05,132.87,549.05,465.59,89.0,-6.0,85.0,-30.0,-3901.0,3061.9
411,2021-08-16,5791.17,880.45,183.7,154.92,45.0,851.05,1874.05,194.88,635.43,450.86,0.0,0.0,0.0,0.0,-4891.17,3627.36
412,2021-08-17,5331.03,562.09,0.0,146.98,43.42,849.15,1854.06,270.17,535.46,411.43,85.0,-7.0,181.0,-64.0,-4913.51,3786.45
413,2021-08-18,6016.53,601.73,614.6,166.13,67.23,537.83,2079.94,221.75,674.41,215.12,220.0,-10.0,275.0,-228.0,-5244.48,4041.69
414,2021-08-19,6297.75,833.18,87.8,163.74,37.05,1042.39,1811.19,205.87,687.12,644.95,84.0,0.0,335.0,-182.0,-5235.69,4430.02
415,2021-08-20,6493.42,770.82,0.0,133.2,63.16,1234.37,2112.9,245.37,641.73,492.42,124.0,0.0,209.0,-97.0,-6196.14,4854.44
416,2021-08-21,5001.98,626.0,0.0,114.35,144.4,730.16,1330.71,247.49,0.0,374.38,206.0,-14.0,206.0,-163.0,-4380.32,3288.88
417,2021-08-22,4867.31,460.94,0.0,139.54,66.56,1012.34,1266.62,172.9,524.1,671.26,81.0,0.0,85.0,-38.0,-4576.47,3611.68
418,2021-08-23,5442.41,569.41,203.8,132.86,62.48,1196.31,1389.84,235.13,674.44,395.07,152.0,-14.0,40.0,-75.0,-3909.34,3113.9
419,2021-08-24,5862.89,610.0,91.0,204.5,16.52,919.85,1942.01,190.11,607.48,565.83,155.0,-6.0,53.0,0.0,-4120.8,3358.0
421,2021-08-26,6153.34,689.95,0.0,140.45,51.05,1516.31,1529.71,281.25,616.3,457.31,151.0,-25.0,195.0,-43.0,-4748.95,4325.36
422,2021-08-27,6651.78,864.07,78.7,237.6,14.45,663.41,2176.54,392.31,740.43,620.69,157.0,-14.0,251.0,-108.0,-4748.95,4376.56
423,2021-08-28,6049.17,638.66,79.9,153.13,98.44,1433.32,1507.93,204.89,783.2,482.24,131.0,-20.0,158.0,-141.0,-5417.6,4028.59
424,2021-08-29,3915.16,543.29,0.0,102.29,68.2,650.83,978.08,266.79,541.78,290.31,85.0,0.0,51.0,0.0,-3350.49,2521.72
425,2021-08-30,4767.69,703.38,111.9,101.83,50.7,648.21,1529.03,191.61,667.59,194.28,179.0,-15.0,40.0,-50.0,-5623.56,2975.39
426,2021-08-31,5403.06,634.46,188.8,237.43,4.93,700.65,1805.68,253.87,737.3,89.4,207.5,-23.0,170.0,-69.0,-4127.52,3310.02
427,2021-09-01,6078.83,668.04,0.0,144.52,60.42,1029.32,2036.6,258.31,588.75,558.17,174.0,-8.0,90.0,-50.0,-5283.06,4003.07
428,2021-09-02,6918.16,998.23,0.0,168.46,87.89,2082.38,1367.39,248.38,780.13,376.78,194.0,-5.0,227.0,-210.0,-5007.05,3891.88
429,2021-09-03,6431.53,803.64,0.0,216.0,92.76,1084.3,1820.99,262.1,867.12,672.73,217.0,-45.0,59.0,-188.0,-5946.15,4554.77
430,2021-09-04,5710.34,676.05,0.0,129.17,89.12,927.67,1624.85,253.49,866.47,455.82,141.0,-2.0,175.0,-120.0,-5236.49,3935.74
431,2021-09-05,5120.41,760.5,279.8,131.96,56.45,654.11,1226.77,143.56,924.53,376.54,124.0,-9.0,162.0,-161.0,-4474.74,3253.79
432,2021-09-06,5738.95,724.82,111.9,122.26,55.75,700.93,1958.71,231.74,700.98,383.98,176.0,-17.0,180.0,-85.0,-4714.86,3977.5
433,2021-09-07,5891.95,910.11,0.0,118.08,58.29,729.75,1904.55,258.21,627.48,537.52,142.0,-32.0,204.0,-75.0,-5328.04,4106.12
434,2021-09-08,6608.37,657.71,256.8,195.38,81.22,1453.72,1799.7,281.91,513.05,667.03,92.0,-2.0,34.0,-5.0,-5389.31,4516.21
435,2021-09-09,6211.53,994.34,250.0,155.23,51.22,804.71,1412.48,288.42,773.47,784.99,109.0,-4.0,50.0,-5.0,-4341.47,3223.27
436,2021-09-10,6748.35,759.24,91.0,198.64,82.19,792.37,2229.64,278.74,842.8,554.7,269.0,-14.0,207.0,-118.0,-6016.4,4551.33
437,2021-09-11,6305.96,671.62,182.0,146.47,51.85,1062.59,1401.94,275.61,882.12,768.33,250.0,-30.0,109.0,-5.0,-4897.76,3856.27
438,2021-09-12,4843.72,581.62,91.0,100.31,35.58,738.86,1227.56,174.29,675.55,502.48,133.0,-43.0,257.0,-40.0,-4120.39,3155.24
439,2021-09-13,6982.13,638.85,311.89,197.32,78.82,2638.35,1339.69,246.2,580.35,236.42,184.0,-8.0,138.0,-219.0,-5272.38,3622.48
440,2021-09-14,5835.1,656.51,182.0,153.42,48.87,976.75,1807.77,251.39,643.33,245.14,180.0,-12.0,305.0,-95.0,-4687.02,3852.86
441,2021-09-15,4618.26,599.5,0.0,100.12,57.22,692.19,1352.23,181.08,438.03,566.77,121.0,0.0,146.0,-29.0,-3719.21,3050.4
442,2021-09-16,5611.09,753.83,89.1,148.89,91.53,871.4,1503.53,224.09,689.63,561.6,194.0,-47.0,98.0,-52.0,-5135.38,3959.65
443,2021-09-17,6588.57,821.28,0.0,148.65,62.54,1260.03,1892.25,231.49,790.51,345.52,243.0,-40.0,450.0,-166.0,-5938.24,4512.08
444,2021-09-18,6039.89,838.12,331.6,137.59,73.44,1048.29,1676.81,298.2,686.39,297.69,156.0,-18.0,115.0,-133.0,-5013.41,3775.77
445,2021-09-19,4572.66,627.51,0.0,101.9,62.86,462.29,1637.04,228.79,616.77,265.28,128.0,-9.0,60.0,-15.0,-4186.79,3307.91
446,2021-09-20,5832.94,817.37,395.9,203.12,25.29,984.9,1359.86,282.64,759.32,332.64,150.0,-72.0,160.0,-80.0,-5344.87,4418.39
447,2021-09-21,6000.87,804.0,96.4,157.63,16.17,1209.77,1692.57,277.47,616.42,313.33,87.0,-12.0,300.0,-75.0,-4820.79,3674.41
448,2021-09-22,5717.74,709.48,86.9,233.68,16.95,917.45,1616.38,176.87,638.34,325.0,332.0,-4.0,378.0,-180.0,-4091.64,3422.99
449,2021-09-23,5466.5,705.34,89.1,192.39,119.75,876.23,1496.05,250.61,765.05,254.73,182.0,-23.0,84.0,-11.0,-4464.45,0.0
450,2021-09-24,6935.34,913.07,0.0,217.2,114.26,1151.69,1873.1,311.08,972.89,603.47,98.0,-4.0,180.0,-100.0,-6321.29,5034.93
451,2021-09-25,6318.34,944.62,0.0,160.94,99.62,1053.98,1817.69,292.25,725.06,555.8,185.0,-14.0,151.0,-209.0,-5325.24,4131.78
452,2021-09-26,5360.25,630.3,0.0,91.94,74.66,951.79,1751.67,189.89,675.12,283.21,101.0,-15.0,225.0,-90.0,-5014.38,4023.49
453,2021-09-27,6244.35,767.43,484.7,107.25,51.51,1147.7,1814.57,278.81,471.05,211.74,403.0,-38.0,76.0,-60.0,-5863.27,4549.84
454,2021-09-28,5176.63,609.27,108.2,119.23,42.95,878.82,1404.33,214.65,629.83,370.62,228.0,-33.0,270.0,-100.0,-4007.99,2868.93
455,2021-09-29,4651.69,764.76,0.0,120.55,49.37,478.62,1320.23,277.88,518.22,474.35,171.0,0.0,171.0,-90.0,-3801.22,3070.39
456,2021-09-30,5936.94,721.71,89.1,154.42,50.05,862.84,1792.54,264.02,754.37,543.38,131.0,-47.0,127.0,-25.0,-5750.89,4379.56
457,2021-10-01,7915.37,780.65,0.0,232.02,82.4,2009.85,2021.4,272.06,911.42,579.49,231.0,-14.0,164.0,-46.0,-6030.3,4772.23
458,2021-10-02,5887.24,701.02,178.18,122.91,66.15,1099.27,1546.74,216.31,552.75,570.17,295.0,-43.0,116.0,-33.0,-5001.58,3753.67
459,2021-10-03,4445.16,512.83,185.0,76.86,78.95,943.99,1303.68,123.31,511.08,195.83,97.0,-15.0,140.0,-94.0,-3992.85,3169.17
460,2021-10-04,5795.81,732.09,633.8,113.27,70.98,834.99,1310.35,169.36,667.53,428.18,631.0,-318.0,494.0,-461.0,-4651.56,3610.31
461,2021-10-05,5317.5,626.78,0.0,110.67,58.03,1180.48,1677.64,164.52,648.8,287.91,73.0,0.0,169.0,-168.0,-4230.07,3208.6
462,2021-10-06,4977.59,651.05,89.1,175.44,0.0,814.89,1637.46,238.76,574.43,183.56,132.0,-12.0,118.0,-63.0,-4142.29,3311.76
463,2021-10-07,5546.19,503.01,0.0,102.71,14.65,835.06,1746.41,643.51,821.18,643.51,45.0,-4.0,84.0,-10.0,-5265.79,4334.06
464,2021-10-08,5858.41,670.1,178.2,144.12,59.26,626.74,1702.45,266.03,798.89,677.76,126.0,-19.0,448.0,-328.0,-5081.18,4104.28
465,2021-10-09,5892.51,624.55,0.0,203.77,78.15,1110.18,1743.38,313.38,684.4,429.68,97.0,-2.0,148.0,-50.0,-5106.63,3902.16
466,2021-10-10,4836.12,437.11,89.1,145.99,40.03,927.63,1585.48,235.72,604.01,199.04,58.0,0.0,249.0,-158.0,-4137.06,2983.99
467,2021-10-11,6137.11,615.54,203.7,94.7,68.36,1316.34,2253.61,171.73,627.43,0.0,138.0,-4.0,284.0,-161.0,-5070.49,3837.96
468,2021-10-12,4570.28,753.77,0.0,68.64,58.89,851.75,942.45,331.75,655.12,253.82,130.0,-11.0,230.0,-81.0,-3770.12,2811.6
469,2021-10-13,4864.81,648.76,0.0,124.43,82.4,883.51,1776.42,196.91,625.91,164.61,99.0,-20.0,171.0,-331.0,-4282.83,2945.26
470,2021-10-14,6389.28,709.72,93.2,113.33,62.88,1277.6,1846.81,280.83,680.73,567.87,104.0,-3.0,143.0,-45.0,-5690.35,4419.08
471,2021-10-15,7008.71,995.32,172.0,108.76,61.32,1340.68,2194.89,326.98,943.46,228.52,89.0,-2.0,128.0,-210.0,-5395.04,4131.97
472,2021-10-16,6120.1,765.49,0.0,234.82,10.16,678.96,2068.99,258.54,694.84,588.01,145.0,-3.0,177.0,-30.0,-5500.89,4054.25
473,2021-10-17,4593.32,481.46,163.6,55.87,30.84,815.88,1531.25,190.74,686.54,251.85,72.0,-7.0,121.0,-219.0,-4242.64,3212.26
474,2021-10-18,5358.15,716.22,204.5,102.0,62.88,777.97,1489.17,311.97,643.23,471.79,107.0,-3.0,172.0,-167.0,-4676.79,3588.08
475,2021-10-19,5079.99,656.45,93.2,70.73,61.31,578.45,1818.07,172.05,697.57,365.4,153.0,-21.0,98.0,-110.0,-4349.81,3351.63
476,2021-10-20,6212.61,612.63,89.1,153.24,57.38,1427.51,1812.96,249.03,702.97,377.2,119.0,-33.0,164.0,-64.0,-4636.54,3565.27
477,2021-10-21,6628.95,865.14,190.2,144.12,62.18,1988.71,1463.84,389.19,587.34,226.19,159.0,-7.0,325.0,-160.0,-5844.32,4498.77
478,2021-10-22,6789.7,628.53,0.0,100.05,117.69,1048.28,2598.44,260.44,870.25,511.44,34.0,-23.0,48.0,-8.0,-5897.79,4589.78
479,2021-10-23,5298.18,811.14,0.0,174.58,12.34,750.78,1483.21,298.63,729.11,348.26,123.0,-5.0,221.0,-111.0,-4410.02,3545.0
480,2021-10-24,4140.55,465.49,93.2,97.99,46.38,695.97,1183.55,336.28,488.85,253.92,98.0,-12.0,359.0,-329.0,-3838.09,2980.86
481,2021-10-25,5649.07,781.84,112.7,112.49,82.64,785.49,1611.4,245.64,645.94,483.75,192.0,-51.0,229.0,-63.0,-4495.67,3332.77
482,2021-10-26,6523.46,719.51,91.8,112.66,42.39,1080.76,2324.27,150.88,674.99,472.56,154.0,-4.0,181.0,-55.0,-6057.59,4617.44
483,2021-10-27,4851.01,666.27,91.8,114.63,100.4,686.0,1603.5,287.54,607.36,0.0,112.0,-2.0,332.0,-156.0,-3691.92,2726.92
484,2021-10-28,5028.53,594.82,347.8,120.95,74.81,832.55,1576.94,233.47,674.99,68.12,56.0,-4.0,107.0,-102.0,-4323.96,3199.4
485,2021-10-29,7541.2,891.08,180.9,173.1,80.32,1697.06,2168.03,321.2,858.85,353.26,54.0,-3.0,131.0,-30.0,-7098.13,5547.08
486,2021-10-30,6238.03,485.13,0.0,140.93,7.63,1582.38,1506.08,244.54,878.31,695.28,93.0,0.0,162.0,-116.0,-5108.58,3909.9
487,2021-10-31,5324.48,667.18,91.8,126.68,110.0,961.42,1505.94,353.22,520.87,320.87,192.0,-21.0,53.0,-14.0,-4363.78,3383.74
488,2021-11-01,4729.95,647.92,112.7,121.76,115.51,628.65,1769.38,192.82,542.83,138.92,87.0,-4.0,105.0,-146.0,-3917.93,3070.43
489,2021-11-02,4895.08,567.48,91.0,75.86,41.45,866.92,1901.8,241.49,465.76,86.01,99.0,0.0,27.0,0.0,-4249.14,3256.46
490,2021-11-03,4894.43,637.86,445.8,77.33,63.42,758.38,1205.77,306.46,677.35,190.69,74.0,-2.0,123.0,-96.0,-4588.39,3506.27
491,2021-11-04,6031.3,1023.01,0.0,110.97,33.29,1491.12,1581.11,255.83,556.14,286.65,80.0,-4.0,279.0,-195.0,-5223.1,3987.41
492,2021-11-05,6449.0,726.32,93.2,108.91,92.01,1337.32,2040.32,246.96,734.7,213.64,178.0,-53.0,479.0,-300.0,-5535.07,4222.86
493,2021-11-06,5579.78,489.29,91.8,225.46,9.55,941.96,1962.09,223.06,640.2,446.89,69.0,0.0,74.0,-100.0,-4928.89,4056.59
494,2021-11-07,4986.1,751.79,82.9,93.57,79.28,860.71,1568.49,257.74,343.72,380.82,77.0,-8.0,171.0,-109.0,-4855.02,3810.3
495,2021-11-08,4778.05,887.05,289.9,129.3,88.59,643.31,1153.62,219.76,631.35,210.7,96.0,-7.0,138.0,-120.0,-4399.34,3391.34
496,2021-11-09,5464.26,662.31,170.0,121.85,28.36,681.48,1867.79,280.21,536.73,409.34,125.0,-15.0,215.0,-147.0,-4295.15,3411.32
497,2021-11-10,6423.96,563.17,0.0,132.08,46.06,1997.18,1643.29,213.37,600.87,516.99,76.0,0.0,118.0,-53.0,-4577.85,3356.98
498,2021-11-11,4733.09,586.5,95.9,106.17,77.64,755.27,1594.72,223.49,621.76,120.83,111.0,0.0,79.0,-52.0,-4099.93,3459.37
499,2021-11-12,5980.85,747.54,183.6,116.19,54.44,1034.3,1827.72,245.48,868.57,294.53,119.0,-18.0,113.0,-139.0,-5300.54,4222.97
500,2021-11-13,5938.9,632.95,0.0,132.75,57.94,1140.18,1625.54,414.39,852.89,442.03,148.0,-10.0,195.0,-219.0,-5109.48,4114.99
501,2021-11-14,4631.73,493.22,0.0,81.98,59.55,1204.62,1220.7,187.6,487.01,337.22,113.0,-15.0,112.0,-55.0,-3903.4,2997.51
502,2021-11-15,5015.04,434.54,112.7,112.18,51.99,680.94,1920.31,334.73,546.51,192.15,103.0,-7.0,173.0,-76.0,-4359.18,3405.45
503,2021-11-16,5563.89,685.6,462.7,96.49,66.31,767.57,1564.2,338.84,684.71,199.99,204.0,-26.0,375.0,-338.0,-4877.43,3763.63
504,2021-11-17,4668.89,621.74,0.0,91.75,50.24,604.75,1747.12,187.58,575.46,199.89,68.0,-4.0,157.0,-35.0,-4152.82,3314.34
505,2021-11-18,5016.4,828.27,0.0,104.13,88.55,754.03,1542.54,175.11,585.52,380.57,84.0,-2.0,267.0,-255.0,-4348.86,3516.53
506,2021-11-19,6869.71,689.18,90.9,130.98,76.98,971.86,2498.72,286.25,791.53,274.7,162.0,-22.0,764.0,-422.0,-5837.63,4748.44
507,2021-11-20,5979.14,571.88,0.0,131.56,66.75,1075.55,1743.04,299.67,682.55,631.82,228.0,-3.0,91.0,-55.0,-5296.54,4108.72
508,2021-11-21,5533.19,504.72,91.8,81.63,46.89,1500.24,1570.87,241.05,531.26,419.29,35.0,0.0,102.0,-89.0,-5533.19,3571.39
509,2021-11-22,4993.96,645.01,282.7,95.59,53.06,919.73,1087.26,196.11,599.21,541.64,134.0,-10.0,95.0,-85.0,-4289.04,3238.27
510,2021-11-23,6920.36,757.75,91.8,80.96,79.12,2159.1,1472.82,354.32,668.59,390.93,157.0,-18.0,220.0,-95.0,-5446.29,4330.97
511,2021-11-24,8372.94,748.09,91.8,139.6,90.43,1537.98,3103.08,327.69,643.71,757.43,114.0,0.0,60.0,-5.0,-7440.35,5723.7
512,2021-11-25,3864.58,308.42,0.0,129.7,42.56,577.81,1087.78,219.35,630.19,378.7,90.0,0.0,80.0,-15.0,-3358.13,2793.41
513,2021-11-26,6859.65,749.97,0.0,105.0,70.62,1913.75,1895.9,240.87,682.85,450.64,114.0,-30.0,77.0,-16.0,-5614.36,4573.78
514,2021-11-27,5177.91,588.12,91.8,146.44,47.83,629.15,2010.07,160.85,523.64,390.3,155.0,-84.0,313.0,-251.0,-4384.76,3620.12
515,2021-11-28,4156.01,493.41,98.2,52.77,59.93,464.55,1400.48,304.65,621.59,188.69,117.0,-6.0,24.0,-28.0,-3676.52,2768.02
516,2021-11-29,6010.39,814.97,112.7,131.85,71.18,1106.21,2027.98,240.35,531.66,257.1,189.0,-16.0,160.0,-140.0,-4925.45,3736.63
517,2021-11-30,5139.65,523.34,0.0,106.05,63.93,1387.33,1451.96,264.34,551.53,135.68,114.0,-8.0,230.0,-125.0,-4053.75,3131.72
518,2021-12-01,6025.65,737.45,264.9,121.78,45.74,1591.64,1469.56,252.49,602.23,211.56,155.0,-3.0,111.0,-61.0,-4943.57,3906.87
519,2021-12-02,6263.41,810.59,0.0,112.89,65.12,945.6,2366.03,249.28,632.34,394.81,174.0,0.0,151.0,-191.0,-5029.3,3771.52
520,2021-12-03,7300.07,831.98,465.9,149.23,99.98,1149.73,2398.76,380.09,838.63,195.19,98.0,0.0,214.0,-164.0,-6271.88,5071.3
