,dates,total,pack,carton,grcy,grcy_nt,misc_total,vape,tobacco,beer,cigar,lotto,p_o,scratch,scp_o,main,card
177,2020-12-25,2833.1,389.62,0.0,86.02,39.08,687.7200000000001,517.94,127.86,461.43,151.63,112.0,-4.0,71.0,-47.0,-2353.04,1707.25
178,2020-12-26,3759.86,661.17,0.0,74.35,57.7,642.0899999999999,945.64,173.91,606.27,202.27,175.0,-50.0,36.0,-92.0,-3141.36,2117.28
179,2020-12-27,2621.88,446.76,0.0,72.93,27.02,481.28999999999996,675.33,158.4,423.34,54.81,80.0,-2.0,5.0,-30.0,-2096.44,1572.05
180,2020-12-28,3209.24,691.65,110.2,100.46,44.99,434.24,534.31,162.7,462.12,201.54,90.0,-14.0,0.0,-79.0,-2008.92,1443.52
181,2020-12-29,3269.57,676.14,0.0,88.62,21.75,361.42,783.83,353.68,347.31,197.74,172.0,0.0,32.0,-43.0,-2398.67,1813.76
182,2020-12-30,3589.91,539.2,0.0,87.54,40.68,387.87,1061.18,143.18,622.73,262.3,166.0,-3.0,28.0,-53.0,-3012.32,2402.15
183,2020-12-31,5717.64,878.82,0.0,110.89,28.36,1075.91,1356.06,220.27,789.98,719.38,53.0,-11.0,50.0,-64.0,-5250.02,4183.72
184,2021-01-01,3435.35,502.96,0.0,67.01,30.69,582.06,1109.76,138.34,488.1,135.97,118.0,-7.0,10.0,-40.0,-2700.71,2010.44
185,2021-01-02,3336.13,476.33,159.8,85.89,25.06,489.96,631.45,244.18,489.36,254.8,213.0,-15.0,14.0,-13.0,-2467.76,1625.82
186,2021-01-03,2844.88,458.33,0.0,61.3,29.55,551.33,558.2,159.47,496.93,188.79,85.0,-2.0,40.0,-27.0,-2380.07,1692.77
187,2021-01-04,5113.97,834.2,111.0,57.22,52.66,1233.3600000000001,1113.46,208.1,567.38,211.37,248.0,-23.0,166.0,-95.0,-3940.56,2987.45
188,2021-01-05,4150.74,459.91,0.0,115.77,32.13,709.69,1385.56,292.13,301.3,81.89,363.0,-12.0,95.0,-5.0,-3476.48,2621.32
189,2021-01-06,3142.39,633.39,0.0,73.52,43.66,546.49,642.45,204.49,500.97,104.21,128.0,-2.0,0.0,0.0,-2682.85,2037.35
190,2021-01-07,2990.44,572.31,0.0,89.88,53.44,287.52,884.99,138.34,406.36,121.03,247.0,-18.0,48.0,-88.0,-2638.65,1955.21
191,2021-01-08,4811.51,686.4,89.2,140.96,58.27,578.86,1081.55,318.48,1046.5,280.28,270.0,0.0,60.0,-217.0,-4280.88,3217.61
192,2021-01-09,3704.73,687.95,0.0,105.74,26.21,524.91,834.49,235.47,575.38,256.45,178.0,-37.0,10.0,-10.0,-3043.23,2127.25
193,2021-01-10,2971.88,422.51,0.0,81.48,62.26,448.86,840.94,134.6,502.07,185.17,74.0,-40.0,1.0,0.0,-2530.05,1894.55
194,2021-01-11,4272.74,484.83,111.0,88.47,34.75,629.71,1034.58,232.11,661.86,302.44,386.0,-62.0,23.0,-5.0,-3930.73,3069.58
195,2021-01-12,4167.16,875.51,0.0,67.56,62.07,462.60999999999996,962.33,211.92,499.77,144.22,529.0,-22.0,100.0,-45.0,-3296.09,2398.17
196,2021-01-13,3720.08,662.62,0.0,84.7,75.77,404.31,679.88,161.03,609.35,390.17,346.0,-4.0,19.0,-5.0,-3041.68,2172.14
197,2021-01-14,3428.67,645.8,71.9,97.38,45.37,571.5899999999999,678.88,125.67,499.33,146.84,268.0,-38.0,35.0,0.0,-2846.67,2080.53
198,2021-01-15,5055.5,764.15,89.2,115.38,20.8,521.6700000000001,997.99,268.0,721.96,351.03,787.0,-4.0,97.0,-21.0,-3699.93,2634.66
199,2021-01-16,4584.49,485.71,0.0,97.33,79.46,643.6300000000001,1291.64,184.0,627.78,363.27,415.0,-12.0,63.0,-20.0,-3611.46,2884.42
200,2021-01-17,3046.74,420.8,0.0,78.25,24.92,500.65000000000003,592.22,152.63,472.6,390.39,141.0,-15.0,30.0,0.0,-2430.69,1843.13
201,2021-01-18,3839.78,703.16,111.0,60.69,42.86,571.33,849.06,199.46,550.36,228.7,239.0,-3.0,53.0,-90.0,-2994.03,2261.18
202,2021-01-19,3843.95,512.23,0.0,80.96,62.67,432.07,949.2,201.06,425.31,176.48,673.0,-29.0,90.0,-16.0,-2869.01,2084.17
203,2021-01-20,4143.9,668.81,0.0,74.58,33.16,827.97,818.26,204.64,570.76,98.62,547.0,-9.0,44.0,-58.0,-3050.91,2122.85
204,2021-01-21,2987.24,649.82,0.0,115.28,56.26,370.05,495.15,208.06,349.05,211.98,271.0,-22.0,45.0,0.0,-2353.86,1751.8
205,2021-01-22,5763.95,714.86,0.0,87.4,82.32,565.1999999999999,1567.77,210.38,777.9,242.49,931.0,-47.0,73.0,-35.0,-4653.07,3530.75
206,2021-01-23,5234.3,613.93,0.0,113.13,64.45,927.2900000000001,1393.81,293.08,673.87,613.42,119.0,-6.0,26.0,-56.0,-4931.49,3784.08
207,2021-01-24,3441.67,497.71,71.7,62.09,35.72,605.4300000000001,953.27,212.56,448.95,128.22,103.0,-22.0,100.0,-50.0,-3123.9,2544.29
208,2021-01-25,4151.44,837.26,111.0,119.65,69.27,928.1099999999999,825.21,228.33,542.33,26.9,145.0,-71.0,31.0,0.0,-3649.02,2715.48
209,2021-01-26,4659.54,633.56,0.0,94.85,47.52,1215.7800000000002,1281.91,212.57,470.75,168.09,117.0,-4.0,25.0,-2.0,-3945.89,2972.1
210,2021-01-27,3995.63,646.94,89.2,89.19,49.36,701.23,949.99,211.97,473.08,167.08,262.0,-50.0,137.0,-61.0,-3381.45,2552.13
211,2021-01-28,4013.84,729.19,0.0,127.68,26.86,519.49,1309.77,200.08,470.8,127.96,118.0,-3.0,101.0,-59.0,-3439.22,2291.56
212,2021-01-29,5146.54,733.16,0.0,231.42,87.72,1074.53,1139.48,331.08,709.61,248.88,104.0,0.0,100.0,-55.0,-4110.24,3018.92
213,2021-01-30,4331.75,481.96,167.9,40.49,63.18,950.9699999999999,710.15,191.44,698.75,441.73,163.0,-16.0,191.0,-118.0,-3913.49,3026.41
214,2021-01-31,3240.76,505.42,0.0,93.49,83.66,404.9200000000001,1222.5,200.65,361.24,103.54,79.0,-84.0,20.0,-36.0,-2909.59,2346.64
215,2021-02-01,4779.69,887.07,111.0,110.07,51.49,941.94,1047.07,218.58,514.6,88.34,268.5,-18.0,185.0,-14.0,-4076.37,3123.58
216,2021-02-02,2751.54,483.54,0.0,60.36,55.79,255.04999999999998,810.49,225.22,427.84,104.9,141.0,-52.0,52.0,-47.0,-2089.57,1547.97
217,2021-02-03,3911.49,612.17,0.0,108.02,76.79,613.74,992.45,195.28,628.84,248.85,161.0,-8.0,58.0,-112.0,-3385.37,2417.17
218,2021-02-04,4947.75,835.52,335.5,77.13,78.0,776.96,1439.02,228.13,466.03,145.37,162.0,-72.0,50.0,0.0,-3951.88,3009.49
219,2021-02-05,4567.51,673.86,0.0,98.6,58.32,679.45,1133.39,343.72,722.68,291.19,159.0,-3.0,66.0,-65.0,-3566.5,2818.13
220,2021-02-06,4675.07,686.6,0.0,71.58,41.41,851.7,1296.86,293.45,543.49,336.0,202.0,-86.0,38.0,-4.0,-3755.72,2811.17
221,2021-02-07,4724.24,727.31,171.5,105.16,56.39,716.4200000000001,1401.34,228.49,549.43,291.27,57.0,-46.0,125.0,-74.0,-4576.89,3527.61
222,2021-02-08,4439.88,777.04,111.19,105.49,53.62,507.61,1309.24,155.46,449.27,184.6,195.0,-23.0,368.0,-110.0,-3432.15,2543.19
223,2021-02-09,3248.7,708.71,0.0,57.97,31.9,472.39000000000004,798.52,159.93,490.22,117.29,140.0,-8.0,112.0,-110.0,-2758.64,2006.53
224,2021-02-10,4128.39,907.38,89.9,125.85,59.15,449.07000000000005,1016.38,163.18,705.77,244.81,0.0,0.0,0.0,0.0,-3743.39,2885.5
225,2021-02-11,3844.48,596.21,0.0,63.34,35.09,703.76,1055.0,206.4,531.7,172.45,66.0,-10.0,107.0,-12.0,-3693.5,2691.42
226,2021-02-12,4745.08,738.59,0.0,127.24,57.88,983.6300000000001,1221.97,208.42,657.17,258.76,112.0,-42.0,16.0,-10.0,-4280.5,2781.99
227,2021-02-13,2658.15,449.94,0.0,77.2,36.05,439.02,686.46,155.13,338.35,178.77,63.0,-6.0,10.0,0.0,-2570.27,1911.07
228,2021-02-14,3315.35,460.78,0.0,74.67,35.3,498.79,1156.63,208.35,328.94,207.3,67.0,-6.0,13.0,-20.0,-2667.53,1904.49
229,2021-02-15,3973.9,685.88,0.0,79.23,25.95,775.5600000000001,890.14,259.96,573.78,162.08,100.0,-6.0,133.0,-45.0,-3076.01,2285.53
230,2021-02-16,4039.17,771.95,183.6,90.73,53.94,442.93,1097.37,161.48,453.3,381.18,104.0,0.0,80.0,-136.0,-3488.28,2657.63
231,2021-02-17,4667.43,531.23,91.0,94.66,65.29,643.9100000000001,1604.5,251.21,556.18,292.95,280.0,-9.0,53.0,-190.0,-4533.42,3335.97
232,2021-02-18,4116.36,739.97,0.0,119.1,47.89,485.16,1323.19,241.75,546.18,183.84,69.0,-2.0,94.0,-92.0,-3295.45,2483.19
233,2021-02-19,3567.07,598.16,80.9,71.86,54.61,388.43,662.42,246.78,583.76,376.25,121.0,-10.0,190.0,-95.0,-3097.25,2178.55
234,2021-02-20,4592.43,836.55,0.0,112.29,48.07,1061.26,1075.39,205.44,561.73,148.01,155.5,-2.0,24.0,-30.0,-3860.26,2953.24
235,2021-02-21,2644.63,389.3,0.0,70.56,41.99,309.76,789.19,218.51,329.8,159.51,93.0,-32.0,99.0,-66.0,-2120.39,1618.53
236,2021-02-22,3844.42,697.97,111.9,48.75,32.93,441.01,1154.61,242.03,520.89,175.46,65.0,0.0,62.0,-44.0,-3143.62,2400.33
237,2021-02-23,3948.89,708.14,0.0,67.38,38.28,799.21,1109.97,147.1,458.97,143.78,167.0,-15.0,92.0,-108.0,-2833.47,1914.07
238,2021-02-24,4339.77,591.78,172.8,139.44,65.87,688.06,1120.54,250.22,477.33,231.68,88.0,0.0,242.0,-131.0,-3858.23,2960.35
239,2021-02-25,4360.51,808.11,0.0,77.99,63.42,760.23,933.39,209.79,693.39,300.66,145.0,-15.0,0.0,0.0,-3852.84,2891.87
240,2021-02-26,5244.36,760.14,172.4,176.99,23.04,690.19,1407.02,304.32,643.41,380.39,163.0,-10.0,193.0,-109.0,-4413.89,3322.67
241,2021-02-27,4990.13,689.89,87.8,139.59,47.42,1174.0700000000002,1263.34,269.65,589.34,211.86,43.0,0.0,196.0,-160.0,-4028.4,2974.68
242,2021-02-28,3577.46,443.17,170.9,106.47,57.63,469.48999999999995,932.41,227.04,380.08,404.89,64.0,-40.0,74.0,-23.0,-3298.83,2449.55
243,2021-03-01,4666.4,683.29,203.8,146.15,46.74,791.8599999999999,1377.05,301.57,532.2,113.87,113.0,-59.0,120.0,-115.0,-3835.2,2888.91
244,2021-03-02,3555.2,719.02,0.0,129.3,61.15,584.1600000000001,719.96,271.43,505.86,245.12,61.0,0.0,198.0,-255.0,-3327.98,2479.33
245,2021-03-03,3705.0,503.83,91.0,135.88,49.18,566.21,861.02,255.32,536.57,318.38,74.0,0.0,147.0,-157.0,-3054.31,2236.34
246,2021-03-04,3621.36,612.22,0.0,135.38,55.8,547.04,1055.66,250.3,406.77,155.06,43.0,-18.0,90.0,-25.0,-3134.22,2314.85
247,2021-03-05,4173.98,733.73,80.9,112.07,32.73,412.94,858.33,185.67,711.29,446.7,80.0,-4.0,286.0,-113.0,-3177.28,2449.57
248,2021-03-06,4723.46,610.68,0.0,122.5,63.17,883.5699999999999,1179.36,120.09,589.45,346.31,136.0,0.0,111.0,-25.0,-4063.14,2949.59
249,2021-03-07,4119.64,406.51,0.0,67.47,38.5,893.11,1354.14,230.16,481.15,199.05,78.0,-3.0,92.0,-77.0,-3294.63,2474.85
250,2021-03-08,3519.79,659.53,111.9,85.43,55.1,484.33000000000004,765.36,297.33,413.83,243.88,89.0,-4.0,100.0,-85.0,-3029.32,2037.23
251,2021-03-09,4252.17,655.86,0.0,89.47,68.79,895.4499999999999,996.78,244.48,513.4,305.49,131.0,-40.0,30.0,-5.0,-3274.12,2230.94
252,2021-03-10,4604.98,545.56,172.8,119.83,77.86,1082.04,1151.38,210.85,442.71,216.6,112.0,0.0,180.0,-97.0,-3842.06,2862.65
253,2021-03-11,4579.97,800.2,89.9,152.01,51.99,999.9100000000001,873.78,285.64,549.49,271.86,103.0,-4.0,90.0,-80.0,-4470.96,3425.07
254,2021-03-12,5607.87,636.07,229.8,135.35,51.95,853.6500000000001,1721.69,313.45,675.63,379.7,120.0,0.0,21.0,-20.0,-5148.95,3780.38
255,2021-03-13,6208.93,651.94,0.0,150.79,63.05,1982.0900000000001,1552.53,207.57,661.54,230.2,175.0,-31.0,166.0,-139.0,-4983.49,3820.14
256,2021-03-14,3873.66,523.66,102.8,77.03,33.06,1163.22,984.65,185.73,362.61,37.58,63.0,-2.0,32.0,-30.0,-3447.23,2562.95
257,2021-03-15,4407.65,651.92,201.8,139.51,43.68,772.63,1030.18,204.83,647.79,216.56,67.0,-3.0,79.0,-27.0,-3412.41,2622.43
258,2021-03-16,5777.57,740.81,0.0,93.08,61.83,1873.23,1320.42,199.91,537.73,271.85,69.0,-15.0,177.0,-50.0,-5491.24,4451.59
259,2021-03-17,5595.23,561.95,0.0,113.87,103.02,1629.18,1356.63,349.6,463.14,267.81,146.0,-41.0,192.0,-27.0,-4850.45,3707.98
260,2021-03-18,4488.1,659.94,0.0,114.95,72.71,1491.2300000000002,825.12,193.83,493.76,157.82,68.0,-3.0,89.0,-65.0,-4084.66,3096.48
261,2021-03-19,6246.94,737.75,80.9,128.57,66.84,1660.3600000000001,1432.54,294.3,549.99,564.17,148.0,0.0,171.0,-127.0,-4845.99,3695.19
262,2021-03-20,5068.23,648.4,0.0,116.76,96.74,1161.49,1193.4,247.32,762.66,347.05,113.0,-13.0,111.0,-50.0,-4137.92,3022.67
263,2021-03-21,4484.1,467.1,0.0,125.25,98.87,837.55,1486.88,327.45,454.62,285.79,68.0,-40.0,0.0,0.0,-4301.04,3302.12
264,2021-03-22,5040.0,675.78,203.8,99.62,82.13,903.09,1760.38,32.63,536.69,273.29,0.0,0.0,0.0,0.0,-4593.96,3245.81
265,2021-03-23,3466.0,467.78,0.0,100.26,18.26,509.2600000000001,975.61,268.59,549.76,212.31,58.0,-20.0,50.0,-20.0,-3188.02,2478.33
266,2021-03-24,4151.83,466.19,71.8,84.3,52.44,677.5200000000001,1308.41,255.04,508.32,284.76,114.0,-20.0,16.0,-29.0,-3637.16,2501.25
267,2021-03-25,4645.06,773.79,0.0,132.69,65.04,822.1800000000001,1185.55,272.08,510.05,360.89,84.0,0.0,77.0,-40.0,-4249.28,3261.45
268,2021-03-26,5466.8,608.97,91.9,119.05,43.81,1079.32,1179.0,229.0,752.87,605.87,114.0,-3.0,221.0,-37.0,-4457.41,3431.5
269,2021-03-27,6040.75,580.21,91.0,171.63,88.43,1150.14,1762.2,257.73,474.69,779.47,131.0,-34.0,83.0,-16.0,-5086.74,3616.67
270,2021-03-28,3090.93,505.39,0.0,105.05,62.95,534.4399999999999,849.58,158.7,436.49,101.86,68.0,-3.0,30.0,-25.0,-2582.78,1914.85
271,2021-03-29,4950.32,494.59,111.9,122.72,102.46,1194.47,1260.73,202.02,622.38,275.79,89.0,-9.0,162.0,-103.0,-4121.25,3179.29
272,2021-03-30,5742.23,742.58,91.9,83.58,64.28,1983.52,1094.76,226.96,635.24,235.94,76.0,0.0,62.0,-59.0,-4656.78,3431.82
273,2021-03-31,4613.9,650.79,0.0,159.49,56.89,894.52,1171.28,224.6,535.25,302.89,87.0,0.0,214.0,-74.0,-3755.99,2862.29
274,2021-04-01,4937.2,800.56,90.8,137.46,97.66,511.01000000000005,1438.62,298.41,538.16,494.79,27.0,0.0,160.0,-97.0,-4394.57,3382.59
275,2021-04-02,7339.29,686.07,0.0,139.93,79.43,1745.2400000000002,2048.94,194.67,906.98,664.69,116.0,-5.0,151.0,-21.0,-6585.4,5075.88
276,2021-04-03,5454.73,725.7,287.1,130.38,84.15,1209.48,1388.75,193.18,436.14,438.66,87.0,-7.0,158.0,-153.0,-4455.35,3385.09
277,2021-04-04,4042.01,554.99,0.0,90.37,65.73,691.2700000000001,1172.45,253.44,579.45,151.45,54.0,-5.0,233.0,-145.0,-3238.32,2476.41
278,2021-04-05,5095.41,791.21,111.9,133.78,67.05,1117.43,999.25,201.82,717.71,244.7,80.0,-3.0,238.0,-32.0,-4126.12,3186.6
279,2021-04-06,4582.29,583.77,80.9,122.25,62.14,544.79,1250.73,236.91,540.75,535.37,117.0,-23.0,508.0,-363.0,-3785.04,2885.64
280,2021-04-07,4742.52,648.71,89.9,116.52,89.29,875.27,1062.55,203.84,506.24,319.73,115.0,-6.0,549.0,-206.0,-3790.55,2664.25
281,2021-04-08,5452.95,607.69,71.8,114.72,59.24,927.58,1561.93,391.42,639.79,297.13,124.0,-4.0,310.0,-105.0,-4338.99,3348.44
282,2021-04-09,4382.97,542.08,0.0,126.77,49.26,437.38,1463.88,118.99,548.73,308.71,114.0,-44.0,425.0,-225.0,-3598.61,2633.03
283,2021-04-10,5047.33,631.43,0.0,116.15,92.84,833.7900000000001,1234.98,228.35,689.25,583.08,71.0,-8.0,161.0,-14.0,-4725.44,3579.62
284,2021-04-11,4119.1,392.39,0.0,86.13,42.97,529.32,1630.72,232.7,494.59,254.81,135.0,-10.0,132.0,-160.0,-3566.62,2723.33
285,2021-04-12,4011.55,755.39,111.9,114.0,61.12,545.9300000000001,1041.2,230.89,464.99,169.62,149.0,-36.0,177.0,-119.0,-3551.93,2678.96
286,2021-04-13,4950.1,611.73,91.9,118.53,83.97,936.2800000000001,1382.03,249.75,500.52,285.81,84.0,-57.0,274.0,-25.0,-3928.71,3046.52
287,2021-04-14,4235.71,627.53,91.9,135.91,51.24,527.4,1580.69,72.96,429.83,251.76,0.0,0.0,0.0,0.0,-3785.71,2885.27
288,2021-04-15,5261.28,879.9,0.0,129.79,66.39,1154.46,1226.71,189.08,637.16,352.37,91.0,-19.0,249.0,-148.0,-4371.33,2555.57
289,2021-04-16,5260.31,583.01,0.0,166.73,58.42,810.2500000000001,1394.52,261.92,780.21,670.76,57.0,-2.0,72.0,-55.0,-4379.09,2980.08
290,2021-04-17,5855.28,625.93,263.8,163.26,107.84,976.28,1383.86,201.1,793.99,670.41,205.0,-54.0,45.0,-30.0,-5357.4,4083.74
291,2021-04-18,4332.93,588.88,0.0,82.07,41.84,797.1200000000001,1023.57,227.77,557.12,420.51,150.0,-14.0,140.0,-48.0,-3642.54,2748.53
292,2021-04-19,5649.21,694.86,111.9,114.32,33.27,1170.3700000000001,1519.42,274.3,723.39,297.79,132.0,-7.0,243.0,-145.0,-4890.26,3363.15
293,2021-04-20,4504.79,604.95,95.1,146.94,58.89,707.83,995.4,244.2,580.54,491.3,123.0,-46.0,289.0,-168.0,-3819.75,2911.84
294,2021-04-21,5539.33,761.51,263.4,159.2,52.48,928.4,1312.52,310.99,681.51,389.33,139.0,-4.0,110.0,-41.0,-4895.73,3794.94
295,2021-04-22,5184.61,732.39,0.0,154.17,87.79,729.1400000000001,1752.07,206.87,575.98,363.15,103.0,-4.0,114.0,-77.0,-4695.32,3593.4
296,2021-04-23,5526.31,903.48,0.0,127.08,73.01,603.64,1487.25,183.97,820.9,509.09,215.0,0.0,426.0,-282.0,-4178.21,3100.31
297,2021-04-24,5104.81,474.02,0.0,130.93,51.01,789.7499999999999,1828.88,294.36,650.03,398.9,86.0,-2.0,35.0,-84.0,-4798.92,3612.43
298,2021-04-25,4182.27,558.46,0.0,132.92,59.82,1022.02,1039.7,152.17,457.65,294.41,162.0,-43.0,10.0,-26.0,-3619.02,2768.3
299,2021-04-26,5216.54,759.41,275.6,122.44,58.81,994.54,1307.72,281.74,554.74,259.49,121.0,0.0,89.0,-59.0,-4514.65,3810.28
300,2021-04-27,4730.65,709.35,0.0,105.37,31.57,718.21,1591.85,205.78,508.77,239.84,151.0,-4.0,69.0,0.0,-3797.45,2535.7
301,2021-04-28,3976.1,635.16,0.0,52.08,53.19,513.87,1133.59,265.2,681.46,160.33,104.0,-12.0,58.0,-12.0,-3491.54,2480.15
302,2021-04-29,4872.66,825.4,0.0,145.12,95.63,768.39,1192.53,308.55,654.44,204.71,180.0,-35.0,285.0,-158.0,-4023.36,2931.53
303,2021-04-30,5305.83,706.64,71.9,98.31,53.48,786.62,1231.46,241.58,919.51,391.06,287.0,-23.0,295.0,-194.0,-4380.35,3319.6
304,2021-05-01,4579.67,613.94,91.9,110.13,73.17,652.4000000000001,1058.85,298.2,534.66,502.01,237.0,0.0,70.0,-45.0,-3726.04,2789.37
305,2021-05-02,4001.52,531.92,95.1,80.82,54.07,605.36,1029.96,230.53,482.46,379.17,109.0,-35.0,172.0,-74.0,-3376.9,2527.4
306,2021-05-03,5364.34,808.12,111.9,93.77,63.71,596.05,1911.53,260.89,602.56,347.29,112.0,-17.0,156.0,-151.0,-4477.42,3346.84
307,2021-05-04,5554.39,560.39,339.9,131.6,50.56,914.3400000000001,1567.88,329.59,721.84,255.04,104.0,0.0,227.0,-125.0,-4596.15,3438.77
308,2021-05-05,4531.91,623.35,87.8,84.03,36.65,620.9699999999999,1395.24,387.62,545.41,238.52,96.0,-2.0,159.0,-135.0,-3617.38,2622.81
309,2021-05-06,4875.09,722.13,91.9,102.14,70.37,674.6200000000001,1490.2,151.97,649.99,300.54,144.0,-2.0,65.0,0.0,-3993.53,2912.12
310,2021-05-07,5593.43,710.33,71.9,121.21,72.5,663.48,1656.01,219.75,891.47,429.16,182.0,-3.0,180.0,-105.0,-4824.84,3565.24
311,2021-05-08,5176.05,560.86,0.0,124.52,66.85,1443.81,1329.39,200.77,615.43,267.63,150.0,-33.0,20.0,-20.0,-4509.53,3467.45
312,2021-05-09,5042.4,745.07,111.9,134.89,45.77,594.88,1361.04,187.58,633.25,737.77,18.0,0.0,154.0,-128.0,-4668.68,3495.21
313,2021-05-10,4511.25,509.3,0.0,114.94,59.47,810.1500000000001,1568.26,145.78,582.01,178.32,139.0,-6.0,166.0,-143.0,-3674.88,2675.04
314,2021-05-11,4596.86,771.0,177.4,97.16,54.42,664.41,1106.8,257.13,685.86,246.93,146.0,0.0,10.0,-17.0,-3969.46,2772.25
315,2021-05-12,5385.12,881.56,0.0,96.01,50.23,1481.71,1004.48,249.46,630.76,413.84,114.0,-3.0,202.0,-207.0,-4383.86,3295.28
316,2021-05-13,5277.75,688.93,0.0,131.76,71.75,1245.02,1050.86,247.42,686.1,459.36,156.0,-5.0,110.0,-11.0,-3929.03,2890.52
317,2021-05-14,5745.15,878.83,0.0,191.47,80.97,626.89,1350.1,344.42,778.21,698.69,318.0,-3.0,40.0,-36.0,-4656.8,3789.13
318,2021-05-15,6244.26,762.13,0.0,150.69,66.18,1631.25,1371.69,144.21,897.47,619.85,146.0,-41.0,12.0,-35.0,-4684.42,4008.98
319,2021-05-16,3677.45,497.37,0.0,69.08,42.3,703.6,1040.74,165.28,585.08,137.28,122.0,0.0,10.0,-12.0,-3145.35,2323.71
320,2021-05-17,4982.72,739.93,199.7,104.95,53.47,486.01,1758.49,194.89,554.57,273.71,131.0,0.0,148.0,-89.0,-4260.93,3018.92
321,2021-05-18,4773.49,811.7,0.0,85.74,68.93,805.57,1096.08,248.64,574.9,393.28,269.0,-5.0,32.0,-5.0,-3674.1,2778.16
322,2021-05-19,5458.8,751.82,91.9,126.31,88.91,1083.87,1475.08,215.38,588.14,305.39,195.0,-34.0,154.0,-42.0,-4648.5,3510.58
323,2021-05-20,5205.08,753.72,172.0,136.8,93.98,502.40999999999997,1259.9,164.05,684.25,727.29,225.0,0.0,50.0,0.0,-4618.94,3507.79
324,2021-05-21,5195.49,645.92,0.0,124.1,75.31,659.33,1202.7,317.61,844.52,524.34,331.0,-23.0,92.0,-29.0,-4432.37,3443.37
325,2021-05-22,5139.19,707.76,87.8,99.19,58.26,750.4799999999999,1379.89,241.71,734.24,513.81,200.0,-20.0,72.0,-133.0,-4324.63,3248.91
326,2021-05-23,3917.37,537.56,159.6,75.16,37.55,429.18,1267.4,205.17,569.09,166.1,97.0,-4.0,90.0,-50.0,-2963.69,2127.33
327,2021-05-24,4706.09,594.6,282.7,73.7,57.93,905.0500000000001,1026.59,222.58,571.36,338.08,179.0,-5.0,97.0,-35.0,-4030.98,3113.43
328,2021-05-25,5148.75,690.99,267.5,168.35,49.02,1170.7800000000002,1425.16,224.31,453.23,184.42,107.0,0.0,114.0,-160.0,-4595.48,3675.57
329,2021-05-26,4513.25,599.62,87.8,112.62,64.57,1194.96,1189.62,174.13,417.76,136.76,118.0,0.0,38.0,-8.0,-3301.25,2221.47
330,2021-05-27,4940.62,614.79,0.0,102.45,60.25,796.8,1338.73,241.29,637.91,593.59,92.0,-3.0,64.0,-33.0,-4166.3,3126.56
331,2021-05-28,5458.02,752.83,0.0,195.72,68.41,427.10999999999996,1622.86,325.89,857.05,584.24,154.0,-39.0,36.0,-5.0,-4866.39,3782.94
332,2021-05-29,5555.24,782.7,0.0,148.25,65.0,903.3199999999999,1324.36,217.83,823.42,701.91,140.0,-6.0,48.0,-79.0,-4572.85,3655.17
333,2021-05-30,3813.2,500.58,0.0,112.11,37.7,926.25,760.5,147.51,521.35,509.7,89.0,-24.0,0.0,-112.0,-3218.19,2500.07
334,2021-05-31,5310.95,631.57,134.28,128.49,45.61,703.8100000000001,1766.66,255.41,705.88,348.48,129.0,-8.0,81.0,-74.0,-4777.22,3570.46
335,2021-06-01,4527.83,930.43,0.0,167.11,63.81,448.12,1121.19,178.41,598.71,423.13,107.0,-6.0,128.0,-15.0,-3612.98,2680.32
336,2021-06-02,5487.82,835.16,0.0,182.55,43.43,729.78,1689.36,270.04,563.08,539.78,180.0,0.0,49.0,-120.0,-4482.47,3270.24
337,2021-06-03,5485.47,824.62,164.7,123.26,74.13,776.24,1624.24,224.94,664.78,360.88,111.0,-11.0,179.0,-103.0,-4513.82,3400.09
338,2021-06-04,5649.22,763.58,0.0,143.87,95.49,837.7800000000001,1638.36,205.46,677.12,675.35,163.0,0.0,44.0,-84.0,-4842.61,3753.17
339,2021-06-05,5408.87,451.75,264.7,105.45,82.25,1474.7300000000002,1196.68,229.22,611.6,372.48,168.0,-3.0,219.0,-230.0,-4667.27,3498.41
340,2021-06-06,4140.93,445.4,0.0,109.57,41.55,759.67,1333.09,175.25,412.18,409.99,95.0,-2.0,29.0,-19.0,-3807.16,2866.26
341,2021-06-07,4805.32,719.45,111.9,132.56,57.66,661.23,941.23,175.13,542.09,272.67,217.0,-59.0,101.0,-31.0,-3808.01,2643.52
342,2021-06-08,5073.22,614.46,87.8,115.16,50.96,1249.93,1362.47,161.95,504.5,162.5,123.0,-43.0,56.0,-14.0,-3734.8,2661.6
343,2021-06-09,4698.4,667.29,91.9,129.47,68.36,888.3700000000001,1103.08,167.47,562.04,545.03,111.0,0.0,65.0,-112.0,-3722.76,2832.53
344,2021-06-10,5115.24,777.21,91.0,132.6,110.12,968.2900000000001,1488.59,194.99,672.5,196.3,88.0,0.0,179.0,-231.0,-4021.62,2870.88
345,2021-06-11,5735.18,787.88,91.1,119.05,130.37,695.4200000000001,1867.59,255.61,764.19,380.66,114.0,-5.0,117.0,-74.0,-4703.96,3817.37
346,2021-06-12,5916.93,773.34,87.8,139.66,59.62,883.28,1690.27,248.26,652.4,759.91,98.0,-3.0,34.0,-25.0,-4397.89,3226.88
347,2021-06-13,4442.6,579.98,91.9,60.76,52.36,803.84,1158.64,187.55,439.64,604.98,60.0,0.0,140.0,-126.0,-3856.67,2977.43
