매출 보고,(Revenue Report),이번 달로 가기,총매출,팩,카튼,그로서리,잡화,토바코,맥주,메인포스,카드,잡화 비율,카드/총매출,,주,주별 평균 매출,평균 담배 갑 ,평균 담배보루,평균 그로서리,평균 잡화,평균 토바코,평균 맥주,누락,주별 총 누락,,매출,담배 갑 ,담배보루,그로서리,잡화,토바코,맥주
,,2/20/2019 Wed,"$3,591.93",$600.17,$335.50,$27.65,"$1,932.44",$229.32,$140.03,"-$2,799.37","$2,114.84",59.18%,58.88%,,,,,,,,,,$792.56,,,,,,,,,
,,2/21/2019 Thu,"$4,341.84",$877.92,$294.50,$31.56,"$2,158.18",$371.73,$212.89,"-$3,634.18","$2,773.91",54.68%,63.89%,,,,,,,,,,$707.66,,,,,,,,,
,,2/22/2019 Fri,"$4,304.93",$863.76,$213.70,$17.25,"$2,257.50",$308.27,$252.85,"-$3,487.13","$2,542.93",57.68%,59.07%,,,,,,,,,,$817.80,,,,,,,,,
,,2/23/2019 Sat,"$4,897.91",$864.00,$476.40,$41.54,"$2,634.41",$323.67,$112.22,"-$3,643.91","$2,571.99",59.17%,52.51%,,,,,,,,,,"$1,254.00",,,,,,,,,
,,2/24/2019 Sun,"$3,061.94",$439.23,$138.80,$20.31,"$1,766.97",$312.73,$105.35,"-$2,513.36","$1,800.08",63.48%,58.79%,,,,,,,,,,$548.58,,,,,,,,,
,,2/25/2019 Mon,"$4,435.36",$873.56,$396.10,$36.55,"$2,139.59",$376.09,$209.93,"-$2,994.06","$2,202.23",53.06%,49.65%,,Week 102,"$4,326.85",$861.91,$273.10,$35.52,"$2,249.15",$317.73,$195.78,"$1,441.30","$7,424.41",,,,,,,,
,,2/26/2019 Tue,"$3,640.69",$752.83,$302.40,$21.19,"$1,871.82",$240.12,$121.06,"-$2,867.00","$2,172.14",56.56%,59.66%,,,,,,,,,,$773.69,,,,,,,,,
,,2/27/2019 Wed,"$4,466.86",$709.76,$0.00,$26.25,"$2,948.39",$251.01,$125.04,"-$3,967.50","$3,007.39",72.61%,67.33%,,,,,,,,,,$499.36,,,,,,,,,
,,2/28/2019 Thu,"$4,154.27",$681.01,$318.60,$56.91,"$2,211.50",$325.62,$182.66,"-$2,870.79","$2,284.99",58.56%,55.00%,,,,,,,,,,"$1,283.48",,,,,,,,,
2019년 3월,매출 보고,3/1/2019 Fri,"$5,144.82","$1,108.19",$303.60,$23.10,"$2,553.12",$366.18,$322.57,"-$3,699.93","$2,903.98",54.59%,56.44%,,,,,,,,,,"$1,444.89",,,,,,,,,
,,3/2/2019 Sat,"$4,967.47","$1,315.88",$430.30,$51.18,"$2,223.49",$290.32,$204.41,"-$3,944.41","$3,142.57",49.24%,63.26%,,,,,,,,,,"$1,023.06",,,,,,,,,
실제 수입,"$129,001.86",3/3/2019 Sun,"$3,478.47",$592.14,$160.70,$33.49,"$1,796.12",$374.77,$204.78,"-$2,519.84","$1,931.24",56.80%,55.52%,,,,,,,,,,$958.63,,,,,,,,,
보고 수입,"$97,224.80",3/4/2019 Mon,"$4,276.68",$680.65,$235.30,$19.51,"$2,548.79",$253.96,$149.27,"-$3,035.30","$2,254.93",65.56%,52.73%,,Week 103,"$3,885.08",$754.38,$240.30,$31.81,"$2,055.29",$299.71,$149.85,"$1,241.38","$6,926.03",,,,,,,,
카드 수입,"$74,189.25",3/5/2019 Tue,"$3,999.64",$875.19,$327.60,$29.34,"$1,976.57",$311.10,$115.95,"-$2,699.08","$2,069.54",54.36%,51.74%,,,,,,,,,,"$1,300.56",,,,,,,,,
,"$23,035.55",3/6/2019 Wed,"$3,095.30",$597.63,$220.60,$22.46,"$1,623.42",$258.95,$88.79,"-$2,136.37","$1,596.10",57.69%,51.57%,,,,,,,,,,$958.93,,,,,,,,,
담배 총 매출,"$35,100.94",3/7/2019 Thu,"$3,811.44",$863.09,$281.50,$42.71,"$1,728.71",$302.61,$246.06,"-$3,094.17","$2,469.60",49.89%,64.79%,,,,,,,,,,$717.27,,,,,,,,,
그로서리 총 매출,"$1,168.94",3/8/2019 Fri,"$4,561.64",$847.99,$159.70,$30.77,"$2,535.09",$404.56,$168.50,"-$3,866.29","$2,975.88",61.13%,65.24%,,,,,,,,,,$695.35,,,,,,,,,
잡화 총 매출,"$66,199.16",3/9/2019 Sat,"$4,395.00",$712.77,$378.50,$46.96,"$2,299.10",$392.67,$165.14,"-$3,129.91","$2,437.95",57.54%,55.47%,,,,,,,,,,"$1,265.09",,,,,,,,,
토바코 총 매출,"$9,703.62",3/10/2019 Sun,"$3,055.85",$703.31,$78.90,$30.89,"$1,675.34",$174.12,$115.25,"-$2,308.40","$1,699.03",60.31%,55.60%,,,,,,,,,,$747.45,,,,,,,,,
맥주 총 매출,"$5,112.11",3/11/2019 Mon,"$4,202.41",$896.14,$163.80,$27.68,"$2,334.02",$235.51,$162.94,"-$3,413.65","$2,567.62",61.09%,61.10%,,Week 104,"$4,149.95",$850.44,$323.63,$33.94,"$2,080.53",$300.50,$190.47,$788.76,"$6,650.60",,,,,,,,
,,3/12/2019 Tue,"$3,823.11",$792.55,$240.60,$28.78,"$1,836.99",$319.43,$256.88,"-$2,735.56","$2,086.10",52.85%,54.57%,,,,,,,,,,"$1,087.55",,,,,,,,,
일 평균,"$4,161.35",3/13/2019 Wed,"$3,536.16",$593.36,$321.60,$50.97,"$1,784.88",$277.54,$186.02,"-$2,926.92","$2,209.75",55.52%,62.49%,,,,,,,,,,$609.24,,,,,,,,,
,,3/14/2019 Thu,"$4,064.47",$899.76,$277.50,$29.43,"$2,071.08",$258.99,$157.93,"-$2,842.46","$2,118.85",56.05%,52.13%,,,,,,,,,,"$1,222.01",,,,,,,,,
,,3/15/2019 Fri,"$5,028.89","$1,127.24",$302.40,$34.22,"$2,520.72",$368.62,$218.10,"-$4,005.26","$3,061.84",55.14%,60.89%,,,,,,,,,,"$1,023.63",,,,,,,,,
,,3/16/2019 Sat,"$4,223.65",$944.83,$250.60,$29.35,"$2,077.44",$401.01,$186.15,"-$2,811.41","$2,116.11",54.10%,50.10%,,,,,,,,,,"$1,412.24",,,,,,,,,
,,3/17/2019 Sun,"$4,170.99",$699.21,$708.90,$37.15,"$1,938.58",$242.40,$165.27,"-$3,663.82","$2,790.13",51.13%,66.89%,,,,,,,,,,$507.17,,,,,,,,,
,,3/18/2019 Mon,"$3,684.71",$768.91,$248.70,$37.32,"$1,713.93",$429.50,$151.06,"-$2,117.90","$1,567.15",51.17%,42.53%,,Week 105,"$4,093.21",$846.17,$248.51,$43.85,"$2,080.02",$349.66,$148.30,"$1,566.81","$7,092.11",,,,,,,,
,,3/19/2019 Tue,"$4,256.79",$919.35,$78.90,$55.59,"$2,266.59",$383.19,$135.89,"-$2,994.77","$2,294.33",58.57%,53.90%,,,,,,,,,,"$1,262.02",,,,,,,,,
,,3/20/2019 Wed,"$4,399.72",$833.70,$417.40,$63.56,"$2,207.51",$344.15,$133.10,"-$3,465.27","$2,626.42",55.19%,59.70%,,,,,,,,,,$934.45,,,,,,,,,
,,3/21/2019 Thu,"$3,773.23",$892.43,$0.00,$39.83,"$2,008.35",$320.32,$168.97,"-$2,551.36","$1,929.02",58.55%,51.12%,,,,,,,,,,"$1,221.87",,,,,,,,,
,,3/22/2019 Fri,"$4,619.21",$812.99,$357.50,$49.43,"$2,298.68",$429.91,$250.48,"-$3,622.17","$2,790.57",54.74%,60.41%,,,,,,,,,,$997.04,,,,,,,,,
,,3/23/2019 Sat,"$4,759.84",$983.86,$344.40,$31.24,"$2,510.41",$334.28,$122.58,"-$4,122.98","$3,142.77",58.02%,66.03%,,,,,,,,,,$636.86,,,,,,,,,
,,3/24/2019 Sun,"$3,159.00",$711.96,$292.70,$29.98,"$1,554.69",$206.27,$75.99,"-$2,685.94","$2,001.10",54.14%,63.35%,,,,,,,,,,$473.06,,,,,,,,,
,,3/25/2019 Mon,"$5,574.46",$879.98,$627.70,$56.17,"$2,975.36",$312.48,$214.98,"-$4,151.13","$3,226.96",58.71%,57.89%,,Week 106,"$4,359.05",$839.79,$352.51,$42.00,"$2,302.22",$289.04,$137.15,"$1,423.33","$7,681.74",,,,,,,,
,,3/26/2019 Tue,"$4,657.96",$978.37,$142.60,$40.60,"$2,602.44",$351.39,$118.82,"-$3,503.83","$2,540.96",61.46%,54.55%,,,,,,,,,,"$1,154.13",,,,,,,,,
,,3/27/2019 Wed,"$3,051.20",$663.24,$245.30,$19.81,"$1,422.61",$284.72,$140.08,"-$2,390.52","$1,846.78",51.29%,60.53%,,,,,,,,,,$660.68,,,,,,,,,
,,3/28/2019 Thu,"$3,839.91",$938.17,$0.00,$49.25,"$2,145.70",$257.67,$99.75,"-$2,849.82","$2,150.32",61.47%,56.00%,,,,,,,,,,$990.09,,,,,,,,,
,,3/29/2019 Fri,"$5,061.26",$994.23,$553.00,$36.42,"$2,512.37",$334.38,$170.45,"-$4,279.10","$3,284.85",54.60%,64.90%,,,,,,,,,,$782.16,,,,,,,,,
,,3/30/2019 Sat,"$4,569.45",$905.52,$480.30,$47.55,"$2,310.70",$292.69,$117.00,"-$3,328.17","$2,607.89",55.63%,57.07%,,,,,,,,,,"$1,241.28",,,,,,,,,
,,3/31/2019 Sun,"$3,759.13",$519.00,$418.70,$44.20,"$2,146.36",$189.93,$98.95,"-$2,329.06","$1,748.91",62.81%,46.52%,,,,,,,,,,"$1,430.07",,,,,,,,,
2019년 4월,매출 보고,4/1/2019 Mon,"$5,244.95","$1,002.90",$308.50,$47.42,"$2,727.32",$506.32,$175.24,"-$4,121.60","$3,124.66",57.20%,59.57%,,Week 107,"$4,374.31",$859.77,$326.61,$36.72,"$2,234.90",$339.90,$180.08,"$1,123.35","$8,043.18",,,,,,,,
,,4/2/2019 Tue,"$3,996.82",$781.04,$154.00,$34.16,"$2,144.50",$363.27,$156.24,"-$2,755.26","$2,314.62",59.02%,57.91%,,,,,,,,,,"$1,241.56",,,,,,,,,
실제 수입,"$127,650.43",4/3/2019 Wed,"$3,683.87",$865.22,$319.40,$32.52,"$1,638.56",$329.13,$172.34,"-$3,189.48","$2,462.46",48.93%,66.84%,,,,,,,,,,$494.39,,,,,,,,,
보고 수입,"$97,507.16",4/4/2019 Thu,"$4,428.55",$795.97,$165.80,$27.31,"$2,556.95",$279.72,$199.87,"-$2,925.48","$2,271.10",63.51%,51.28%,,,,,,,,,,"$1,503.07",,,,,,,,,
카드 수입,"$73,871.14",4/5/2019 Fri,"$5,175.63",$999.60,$600.10,$49.76,"$2,568.11",$274.59,$212.69,"-$4,322.77","$3,271.61",54.58%,63.21%,,,,,,,,,,$852.86,,,,,,,,,
,"$23,636.02",4/6/2019 Sat,"$4,441.29",$886.09,$181.70,$33.51,"$2,374.70",$368.48,$195.72,"-$2,487.39","$1,783.86",58.82%,40.17%,,,,,,,,,,"$1,953.90",,,,,,,,,
담배 총 매출,"$34,068.71",4/7/2019 Sun,"$3,649.07",$687.57,$556.80,$32.34,"$1,634.13",$257.79,$148.46,"-$2,775.02","$2,166.80",49.26%,59.38%,,,,,,,,,,$874.05,,,,,,,,,
그로서리 총 매출,"$1,052.28",4/8/2019 Mon,"$3,781.24",$619.67,$220.80,$42.24,"$2,058.71",$339.87,$155.90,"-$2,686.70","$1,970.22",59.89%,52.11%,,Week 108,"$4,343.13",$799.50,$365.11,$30.31,"$2,244.92",$333.93,$175.12,"$1,094.54","$6,971.49",,,,,,,,
잡화 총 매출,"$64,936.31",4/9/2019 Tue,"$4,507.51",$830.13,$486.60,$32.11,"$2,383.62",$231.90,$133.12,"-$3,371.87","$2,491.47",58.17%,55.27%,,,,,,,,,,"$1,135.64",,,,,,,,,
토바코 총 매출,"$10,469.29",4/10/2019 Wed,"$4,074.36",$847.50,$484.10,$20.98,"$1,869.10",$338.63,$143.41,"-$3,348.85","$2,561.41",50.46%,62.87%,,,,,,,,,,$725.51,,,,,,,,,
맥주 총 매출,"$5,388.50",4/11/2019 Thu,"$4,676.88",$809.05,$511.90,$32.91,"$2,419.11",$311.39,$173.09,"-$3,973.56","$2,856.42",56.90%,61.08%,,,,,,,,,,$703.32,,,,,,,,,
,,4/12/2019 Fri,"$5,013.09",$970.14,$239.30,$32.45,"$2,775.52",$341.34,$198.29,"-$3,551.29","$2,718.81",60.90%,54.23%,,,,,,,,,,"$1,461.80",,,,,,,,,
일 평균,"$4,255.01",4/13/2019 Sat,"$4,646.36",$817.76,$238.10,$29.54,"$2,381.85",$470.77,$285.62,"-$3,408.73","$2,609.74",56.39%,56.17%,,,,,,,,,,"$1,237.63",,,,,,,,,
,,4/14/2019 Sun,"$3,702.49",$702.22,$375.00,$21.95,"$1,826.51",$303.58,$136.40,"-$3,089.44","$2,338.01",54.27%,63.15%,,,,,,,,,,$613.05,,,,,,,,,
,,4/15/2019 Mon,"$4,359.41",$805.10,$272.20,$39.73,"$2,204.94",$475.07,$163.74,"-$3,486.05","$2,635.17",55.64%,60.45%,,Week 109,"$3,999.60",$850.45,$259.91,$37.11,"$1,967.25",$352.82,$149.38,$873.36,"$7,125.04",,,,,,,,
,,4/16/2019 Tue,"$3,588.82",$716.76,$303.40,$29.92,"$1,705.92",$291.63,$84.98,"-$2,537.61","$1,959.72",52.29%,54.61%,,,,,,,,,,"$1,051.21",,,,,,,,,
,,4/17/2019 Wed,"$4,531.42","$1,012.82",$245.10,$39.48,"$2,398.54",$280.08,$143.16,"-$3,431.33","$2,749.42",58.22%,60.67%,,,,,,,,,,"$1,100.09",,,,,,,,,
,,4/18/2019 Thu,"$3,387.43","$1,000.24",$105.40,$31.17,"$1,490.05",$296.75,$155.73,"-$2,357.92","$1,761.22",48.39%,51.99%,,,,,,,,,,"$1,029.51",,,,,,,,,
,,4/19/2019 Fri,"$4,549.51",$941.85,$248.50,$38.13,"$2,398.75",$300.89,$207.52,"-$3,229.43","$2,351.26",58.00%,51.68%,,,,,,,,,,"$1,320.08",,,,,,,,,
,,4/20/2019 Sat,"$4,337.41",$955.14,$483.10,$50.84,"$1,778.58",$470.54,$204.55,"-$3,213.68","$2,460.93",45.11%,56.74%,,,,,,,,,,"$1,123.73",,,,,,,,,
,,4/21/2019 Sun,"$3,243.22",$521.25,$161.70,$30.47,"$1,793.99",$354.77,$85.97,"-$2,616.16","$2,020.92",60.85%,62.31%,,,,,,,,,,$627.06,,,,,,,,,
,,4/22/2019 Mon,"$4,382.28",$777.57,$218.60,$51.06,"$2,369.23",$380.63,$186.50,"-$3,282.15","$2,233.50",59.47%,50.97%,,Week 110,"$4,417.20",$861.12,$291.40,$38.88,"$2,251.27",$362.53,$209.00,"$1,100.13","$6,206.51",,,,,,,,
,,4/23/2019 Tue,"$4,001.93",$774.16,$155.30,$34.51,"$2,009.62",$417.24,$236.12,"-$2,999.81","$2,219.28",55.24%,55.46%,,,,,,,,,,"$1,002.12",,,,,,,,,
,,4/24/2019 Wed,"$3,741.32",$670.82,$155.80,$42.21,"$1,977.63",$400.55,$153.87,"-$2,661.35","$2,112.33",58.15%,56.46%,,,,,,,,,,"$1,079.97",,,,,,,,,
,,4/25/2019 Thu,"$5,030.01",$962.92,$284.70,$37.21,"$2,777.30",$265.56,$247.75,"-$3,910.74","$2,963.25",60.74%,58.91%,,,,,,,,,,"$1,119.27",,,,,,,,,
,,4/26/2019 Fri,"$4,827.95",$907.50,$150.70,$34.72,"$2,722.18",$327.21,$246.41,"-$4,469.42","$3,436.81",62.02%,71.19%,,,,,,,,,,$358.53,,,,,,,,,
,,4/27/2019 Sat,"$4,421.54","$1,137.32",$343.50,$42.10,"$1,764.08",$481.13,$251.10,"-$3,221.54","$2,503.35",43.89%,56.62%,,,,,,,,,,"$1,200.00",,,,,,,,,
,,4/28/2019 Sun,"$4,515.34",$797.55,$731.20,$30.32,"$2,138.86",$265.40,$141.28,"-$4,168.85","$3,009.56",52.11%,66.65%,,,,,,,,,,$346.49,,,,,,,,,
,,4/29/2019 Mon,"$3,557.74",$666.93,$154.40,$29.43,"$1,811.57",$344.19,$227.52,"-$2,591.46","$1,957.13",56.01%,55.01%,,Week 111,"$4,329.35",$841.91,$199.41,$34.74,"$2,281.64",$392.81,$184.70,$966.28,"$7,422.11",,,,,,,,
,,4/30/2019 Tue,"$4,152.99",$728.62,$221.60,$21.78,"$2,236.38",$400.87,$165.91,"-$3,322.22","$2,556.10",59.23%,61.55%,,,,,,,,,,$830.77,,,,,,,,,
2019년 5월,매출 보고,5/1/2019 Wed,"$4,919.98",$950.42,$232.60,$31.84,"$2,689.09",$393.15,$174.34,"-$4,118.46","$3,096.34",60.12%,62.93%,,,,,,,,,,$801.52,,,,,,,,,
,,5/2/2019 Thu,"$4,814.85",$922.81,$323.40,$53.44,"$2,390.95",$430.55,$255.70,"-$4,070.09","$3,100.90",54.62%,64.40%,,,,,,,,,,$744.76,,,,,,,,,
실제 수입,"$132,774.82",5/3/2019 Fri,"$5,178.76",$994.64,$141.80,$38.26,"$2,809.21",$526.63,$196.09,"-$3,472.57","$2,631.62",59.67%,50.82%,,,,,,,,,,"$1,706.19",,,,,,,,,
보고 수입,"$96,753.61",5/4/2019 Sat,"$4,303.11","$1,009.60",$239.40,$43.31,"$2,143.19",$298.39,$177.72,"-$3,262.16","$2,495.78",54.79%,58.00%,,,,,,,,,,"$1,040.95",,,,,,,,,
카드 수입,"$73,769.83",5/5/2019 Sun,"$3,378.04",$620.33,$82.70,$25.09,"$1,891.08",$355.86,$95.63,"-$2,046.40","$1,557.72",61.58%,46.11%,,,,,,,,,,"$1,331.64",,,,,,,,,
,"$22,983.78",5/6/2019 Mon,"$4,099.66",$917.11,$335.30,$40.05,"$2,025.09",$274.04,$140.55,"-$3,016.23","$2,373.53",54.34%,57.90%,,Week 112,"$4,061.55",$939.30,$312.59,$34.65,"$1,882.03",$331.41,$196.02,"$1,083.43","$8,638.28",,,,,,,,
담배 총 매출,"$37,961.80",5/7/2019 Tue,"$4,606.00","$1,072.26",$651.80,$42.02,"$1,829.24",$360.76,$230.50,"-$3,181.21","$2,396.52",43.69%,52.03%,,,,,,,,,,"$1,424.79",,,,,,,,,
그로서리 총 매출,"$1,052.04",5/8/2019 Wed,"$3,681.13",$865.03,$250.70,$33.01,"$1,739.48",$259.07,$209.64,"-$2,558.54","$1,966.03",51.98%,53.41%,,,,,,,,,,"$1,122.59",,,,,,,,,
잡화 총 매출,"$64,649.60",5/9/2019 Thu,"$3,624.36",$922.91,$238.50,$32.77,"$1,578.01",$312.74,$209.64,"-$2,359.64","$1,796.28",47.89%,49.56%,,,,,,,,,,"$1,264.72",,,,,,,,,
토바코 총 매출,"$11,298.47",5/10/2019 Fri,"$5,070.91","$1,066.49",$403.80,$48.30,"$2,464.29",$403.79,$234.89,"-$3,763.97","$2,881.95",53.46%,56.83%,,,,,,,,,,"$1,306.94",,,,,,,,,
맥주 총 매출,"$5,787.25",5/11/2019 Sat,"$4,178.40",$938.29,$248.10,$29.02,"$1,990.41",$353.95,$238.48,"-$2,974.15","$2,263.34",52.40%,54.17%,,,,,,,,,,"$1,204.25",,,,,,,,,
,,5/12/2019 Sun,"$3,170.40",$793.01,$59.90,$17.37,"$1,547.67",$355.54,$108.47,"-$1,938.84","$1,413.95",53.70%,44.60%,Mother's Day,,,,,,,,,"$1,231.56",,,,,,,,,
일 평균,"$4,283.06",5/13/2019 Mon,"$4,202.03",$723.68,$391.90,$27.28,"$2,013.54",$336.18,$327.18,"-$3,407.39","$2,589.04",52.71%,61.61%,,Week 113,"$4,267.89",$855.58,$364.59,$32.93,"$2,049.05",$382.47,$196.17,$794.64,"$6,958.74",,,,,,,,
,,5/14/2019 Tue,"$3,808.10",$744.31,$234.60,$34.68,"$1,908.72",$404.11,$135.23,"-$2,298.33","$1,670.04",55.13%,43.85%,,,,,,,,,,"$1,509.77",,,,,,,,,
,,5/15/2019 Wed,"$4,308.51",$915.98,$475.40,$23.54,"$1,969.95",$381.95,$150.63,"-$3,789.74","$2,887.73",50.29%,67.02%,,,,,,,,,,$518.77,,,,,,,,,
,,5/16/2019 Thu,"$3,948.19",$882.76,$401.10,$36.56,"$1,687.33",$401.26,$180.00,"-$3,112.77","$2,446.70",47.01%,61.97%,,,,,,,,,,$835.42,,,,,,,,,
,,5/17/2019 Fri,"$4,988.90","$1,028.08",$369.50,$25.38,"$2,503.29",$374.76,$225.51,"-$3,743.55","$2,850.91",55.19%,57.15%,,,,,,,,,,"$1,245.35",,,,,,,,,
,,5/18/2019 Sat,"$5,134.75",$898.20,$299.30,$46.41,"$2,774.82",$433.67,$215.17,"-$3,699.12","$2,877.90",59.44%,56.05%,,,,,,,,,,"$1,435.63",,,,,,,,,
,,5/19/2019 Sun,"$3,484.74",$796.07,$380.30,$36.69,"$1,485.72",$345.34,$139.46,"-$2,865.58","$2,304.93",46.90%,66.14%,,,,,,,,,,$619.16,,,,,,,,,
,,5/20/2019 Mon,"$3,982.23",$830.47,$244.00,$18.50,"$1,991.46",$389.80,$144.66,"-$2,845.10","$2,229.02",55.01%,55.97%,,Week 114,"$4,307.52",$912.83,$339.33,$32.82,"$2,107.53",$348.64,$175.32,"$1,137.13","$8,690.94",,,,,,,,
,,5/21/2019 Tue,"$3,929.08",$785.49,$105.40,$51.50,"$2,160.96",$356.62,$111.64,"-$2,629.04","$2,008.85",60.50%,51.13%,,,,,,,,,,"$1,300.04",,,,,,,,,
,,5/22/2019 Wed,"$3,820.71",$828.04,$343.70,$19.80,"$1,764.71",$345.79,$161.84,"-$2,577.03","$1,898.41",50.81%,49.69%,,,,,,,,,,"$1,243.68",,,,,,,,,
,,5/23/2019 Thu,"$4,819.86",$831.23,$583.00,$36.67,"$2,262.23",$455.17,$213.08,"-$3,219.43","$2,463.39",51.63%,51.11%,,,,,,,,,,"$1,600.43",,,,,,,,,
,,5/24/2019 Fri,"$5,349.56","$1,220.53",$294.50,$40.53,"$2,690.31",$364.30,$269.75,"-$4,339.75","$3,325.77",55.32%,62.17%,,,,,,,,,,"$1,009.81",,,,,,,,,
,,5/25/2019 Sat,"$4,895.68","$1,118.70",$627.00,$17.31,"$2,281.35",$275.66,$130.35,"-$3,387.12","$2,537.39",51.26%,51.83%,,,,,,,,,,"$1,508.56",,,,,,,,,
,,5/26/2019 Sun,"$3,355.53",$775.38,$177.70,$45.40,"$1,601.72",$253.12,$195.89,"-$2,464.24","$1,772.37",52.51%,52.82%,,,,,,,,,,$891.29,,,,,,,,,
,,5/27/2019 Mon,"$4,771.29","$1,215.30",$307.50,$28.56,"$2,132.63",$448.04,$219.18,"-$3,374.01","$2,574.99",49.17%,53.97%,,Week 115,"$4,484.34",$979.61,$374.41,$33.68,"$2,160.07",$350.93,$179.67,"$1,397.28","$8,302.81",,,,,,,,
,,5/28/2019 Tue,"$4,133.83",$726.95,$388.60,$21.31,"$2,211.80",$275.73,$133.36,"-$2,902.58","$2,255.88",58.86%,54.57%,,,,,,,,,,"$1,231.25",,,,,,,,,
,,5/29/2019 Wed,"$3,815.79",$870.03,$342.90,$25.66,"$1,938.98",$187.92,$103.15,"-$2,733.95","$2,089.82",55.90%,54.77%,,,,,,,,,,"$1,081.84",,,,,,,,,
,,5/30/2019 Thu,"$3,998.29",$819.16,$0.00,$34.44,"$2,089.78",$477.03,$214.09,"-$2,896.38","$2,187.65",57.49%,54.71%,,,,,,,,,,"$1,101.91",,,,,,,,,
,,5/31/2019 Fri,"$5,002.15","$1,227.04",$477.10,$47.34,"$2,082.59",$467.55,$245.43,"-$3,706.24","$2,825.08",45.80%,56.48%,,,,,,,,,,"$1,295.91",,,,,,,,,
2019년 6월,매출 보고,6/1/2019 Sat,"$5,689.54","$1,183.02",$883.20,$46.14,"$2,506.33",$356.46,$196.86,"-$4,280.81","$3,297.59",48.46%,57.96%,,,,,,,,,,"$1,408.73",,,,,,,,,
,,6/2/2019 Sun,"$3,979.49",$815.79,$221.60,$32.31,"$2,158.37",$243.75,$145.61,"-$3,193.60","$2,514.62",59.66%,63.19%,,,,,,,,,,$785.89,,,,,,,,,
실제 수입,"$139,037.03",6/3/2019 Mon,"$4,237.67","$1,118.45",$235.10,$30.70,"$1,981.50",$385.64,$100.74,"-$3,673.03","$2,945.78",51.44%,69.51%,,Week 116,"$4,860.03",$966.20,$324.74,$33.79,"$2,477.91",$409.52,$197.04,$564.64,"$9,155.41",,,,,,,,
보고 수입,"$104,686.83",6/4/2019 Tue,"$4,409.02",$871.03,$0.00,$22.72,"$2,490.95",$427.51,$191.68,"-$2,686.90","$1,973.27",62.15%,44.76%,,,,,,,,,,"$1,722.12",,,,,,,,,
카드 수입,"$79,695.05",6/5/2019 Wed,"$4,705.69",$930.46,$135.70,$34.20,"$2,579.54",$434.22,$163.21,"-$3,495.40","$2,454.27",60.30%,52.16%,,,,,,,,,,"$1,210.29",,,,,,,,,
,"$24,991.78",6/6/2019 Thu,"$4,655.42",$949.01,$307.10,$36.41,"$2,277.26",$378.53,$283.27,"-$3,256.44","$2,467.59",53.81%,53.00%,,,,,,,,,,"$1,398.98",,,,,,,,,
담배 총 매출,"$39,039.32",6/7/2019 Fri,"$6,241.68",$997.52,$546.20,$47.52,"$3,309.76",$499.71,$216.89,"-$4,308.67","$3,359.06",58.33%,53.82%,,,,,,,,,,"$1,933.01",,,,,,,,,
그로서리 총 매출,"$1,066.16",6/8/2019 Sat,"$5,260.14",$881.77,$557.10,$21.11,"$2,807.87",$286.09,$227.69,"-$3,813.02","$2,937.31",58.72%,55.84%,,,,,,,,,,"$1,447.12",,,,,,,,,
잡화 총 매출,"$69,540.26",6/9/2019 Sun,"$4,510.62","$1,015.14",$492.00,$43.87,"$1,898.49",$454.97,$195.78,"-$3,631.37","$2,768.47",46.30%,61.38%,,,,,,,,,,$879.25,,,,,,,,,
토바코 총 매출,"$11,102.97",6/10/2019 Mon,"$4,307.62","$1,109.96",$85.90,$31.00,"$2,110.14",$367.97,$217.58,"-$3,124.75","$2,477.61",53.88%,57.52%,,Week 117,"$4,552.89",$970.28,$323.07,$35.58,"$2,251.93",$362.11,$197.54,"$1,182.87","$8,221.92",,,,,,,,
맥주 총 매출,"$5,581.50",6/11/2019 Tue,"$3,876.05",$968.76,$0.00,$34.86,"$1,894.83",$443.43,$181.56,"-$2,650.67","$1,959.16",53.77%,50.55%,,,,,,,,,,"$1,225.38",,,,,,,,,
,,6/12/2019 Wed,"$4,720.40",$958.83,$438.80,$27.13,"$2,284.52",$359.33,$222.34,"-$3,327.87","$2,562.71",53.24%,54.29%,,,,,,,,,,"$1,392.53",,,,,,,,,
일 평균,"$4,634.57",6/13/2019 Thu,"$3,779.65","$1,015.49",$249.00,$24.92,"$1,650.46",$278.05,$223.78,"-$2,691.82","$2,110.34",48.03%,55.83%,,,,,,,,,,"$1,087.83",,,,,,,,,
,,6/14/2019 Fri,"$5,329.20","$1,083.64",$440.80,$48.02,"$2,602.40",$405.47,$264.02,"-$4,174.07","$3,273.55",53.72%,61.43%,,,,,,,,,,"$1,155.13",,,,,,,,,
,,6/15/2019 Sat,"$5,912.23","$1,031.48",$563.20,$55.17,"$3,143.78",$407.60,$173.16,"-$4,757.13","$3,651.89",58.49%,61.77%,,,,,,,,,,"$1,155.10",,,,,,,,,
,,6/16/2019 Sun,"$3,945.10",$623.83,$483.80,$27.93,"$2,077.40",$272.92,$100.32,"-$2,922.02","$2,291.19",57.92%,58.08%,,,,,,,,,,"$1,023.08",,,,,,,,,
,,6/17/2019 Mon,"$4,246.96","$1,025.41",$242.50,$28.46,"$2,039.02",$350.33,$174.85,"-$2,916.43","$2,264.13",52.81%,53.31%,,Week 118,"$4,399.15",$918.90,$305.74,$32.04,"$2,222.24",$342.28,$176.32,"$1,330.53","$7,885.25",,,,,,,,
