,dates,total,pack,carton,grcy,misc_total,tobacco,beer,main,card
843,2019-07-19,5885.48,865.22,465.7,29.77,3285.13,456.22,248.03,-4769.93,3626.51
844,2019-07-20,5096.68,931.49,324.7,32.56,2723.36,415.73,63.05,-3367.38,2500.71
845,2019-07-21,4152.99,794.9,332.5,28.53,2119.23,338.93,161.13,-3657.9,2727.83
846,2019-07-22,4885.26,1098.35,442.1,31.68,2405.73,332.58,130.31,-3255.57,2477.08
847,2019-07-23,3365.39,819.48,262.1,20.56,1403.18,410.8,143.02,-2503.36,1938.66
848,2019-07-24,3618.02,889.57,161.8,35.45,1838.19,226.7,137.09,-2417.78,1858.88
849,2019-07-25,4960.23,1126.45,163.7,28.55,2587.11,342.99,260.14,-3848.55,2784.55
850,2019-07-26,5394.5,1092.32,406.9,48.14,2621.74,437.13,297.48,-4387.4,3290.19
851,2019-07-27,4599.59,1010.27,157.5,29.65,2446.2,399.35,138.1,-3583.06,2808.18
852,2019-07-28,4039.58,803.48,157.5,44.96,2304.08,232.56,129.5,-2909.83,2119.26
853,2019-07-29,4181.24,828.43,289.9,40.88,2192.74,299.75,149.11,-3378.12,2395.03
854,2019-07-30,5512.4,972.36,439.1,45.51,3111.73,268.05,188.17,-4143.28,3189.58
855,2019-07-31,4294.91,750.97,501.7,31.66,2104.88,342.11,172.84,-3294.36,2670.89
856,2019-08-01,4673.05,863.5,347.6,59.83,2250.56,464.3,262.02,-3287.24,2493.9
857,2019-08-02,6515.27,1063.25,332.5,43.68,3543.98,626.26,312.93,-5289.19,4069.04
858,2019-08-03,4796.07,914.04,560.7,44.87,2172.69,363.5,303.89,-3479.3,2600.33
859,2019-08-04,3593.92,693.49,406.6,39.28,1613.43,365.01,149.12,-2933.86,2181.84
860,2019-08-05,4609.38,861.82,216.3,49.49,2548.54,365.19,148.64,-3357.5,2569.18
861,2019-08-06,4207.54,801.58,478.9,26.41,2104.14,278.62,135.06,-3037.42,2334.29
862,2019-08-07,4942.97,876.01,121.8,24.24,2905.03,368.33,197.83,-3504.04,2734.18
863,2019-08-08,5221.19,1089.72,533.4,29.41,2551.44,323.69,218.52,-4248.36,3189.71
864,2019-08-09,5469.78,854.08,465.8,48.89,3039.56,398.39,165.4,-4378.07,3337.6
865,2019-08-10,5123.57,1084.54,783.2,32.39,2107.07,443.03,207.13,-4249.3,3228.87
866,2019-08-11,3732.68,668.63,76.8,32.34,2119.89,352.57,142.88,-2599.6,1877.37
867,2019-08-12,4279.26,819.39,244.66,29.82,2386.68,316.78,152.5,-2791.44,2122.2
868,2019-08-13,4860.99,908.47,661.1,31.47,2233.33,368.72,215.63,-3540.87,2800.99
869,2019-08-14,3821.07,724.2,445.8,42.39,1731.52,313.92,215.6,-3160.96,2346.87
870,2019-08-15,4410.05,1085.02,270.5,32.76,1998.07,406.67,215.83,-3705.96,2843.67
871,2019-08-16,4329.72,947.95,169.5,33.95,2229.73,394.65,159.93,-3174.57,2503.45
872,2019-08-17,4016.68,858.7,308.0,43.39,1956.15,328.3,156.71,-2935.22,2240.1
873,2019-08-18,4345.05,844.56,380.8,29.27,2222.15,337.6,135.39,-3334.41,2417.72
874,2019-08-19,4097.74,880.69,266.8,18.16,2141.37,231.61,186.26,-3327.64,2388.39
875,2019-08-20,4567.37,767.66,247.1,29.48,2534.75,419.5,160.1,-3100.95,2337.37
876,2019-08-21,5004.64,794.95,268.78,21.48,2976.66,274.9,212.61,-3625.84,2452.31
877,2019-08-22,4936.64,981.3,920.3,40.54,2015.42,316.63,213.37,-3970.21,2977.3
878,2019-08-23,5555.68,908.23,605.9,35.57,2951.8,404.73,144.04,-4342.03,3346.2
879,2019-08-24,4363.67,815.98,2223.0,47.58,2370.77,343.22,166.83,-3400.95,2637.04
880,2019-08-25,3461.59,705.74,252.6,55.41,1678.0,292.97,161.91,-2275.3,1798.61
881,2019-08-26,4260.69,1059.41,83.6,41.81,2204.77,320.96,162.45,-3145.23,2442.09
882,2019-08-27,4081.99,724.19,0.0,25.96,2466.61,325.71,168.1,-3001.89,2304.53
883,2019-08-28,3781.58,691.07,548.89,40.0,1719.75,292.81,145.06,-3016.4,2308.24
884,2019-08-29,3942.75,749.9,236.1,16.24,2020.79,381.76,139.0,-2663.09,1983.8
885,2019-08-30,5394.14,953.9,603.5,24.52,2774.26,409.58,137.67,-3854.04,2912.16
886,2019-08-31,4292.19,879.93,324.9,48.16,2141.64,287.9,217.18,-3342.05,2565.01
887,2019-09-01,3546.58,896.25,161.2,20.54,2126.67,153.64,165.66,-2975.31,2231.0
888,2019-09-02,4337.69,921.13,309.2,40.22,2002.47,466.68,203.35,-3479.4,2662.49
889,2019-09-03,4281.67,846.91,232.6,23.44,2059.58,260.35,169.31,-2656.16,2031.03
890,2019-09-04,3827.74,894.85,322.2,30.56,1709.31,341.01,181.58,-3276.13,2482.18
891,2019-09-05,4871.28,832.33,736.1,41.02,2354.34,281.95,182.44,-3991.17,3049.15
892,2019-09-06,5318.86,990.44,710.4,22.02,2525.44,387.06,199.61,-4312.77,3315.92
893,2019-09-07,4559.12,1052.79,0.0,31.92,2431.93,486.71,140.96,-3366.6,2496.87
894,2019-09-08,3316.9,633.65,466.5,35.11,1587.4,177.26,115.16,-2566.64,2173.36
895,2019-09-09,3859.0,922.07,214.5,32.78,1828.52,345.47,164.21,-2196.07,2170.97
896,2019-09-10,3913.16,1096.31,0.0,30.71,1742.16,426.66,278.15,-2560.56,2040.46
897,2019-09-11,3553.92,759.39,169.0,22.91,1766.24,361.83,151.21,-2635.37,2025.44
898,2019-09-12,3876.85,755.39,555.2,44.93,1738.52,311.42,118.6,-2882.58,2268.2
899,2019-09-13,4911.83,1070.81,386.4,62.61,2272.09,452.41,228.76,-3536.86,2681.87
900,2019-09-14,4727.92,1183.89,170.3,42.15,2214.79,489.06,197.65,-4058.45,3023.26
901,2019-09-15,2867.6,665.38,162.7,15.99,1417.03,258.99,86.59,-2106.79,1562.58
902,2019-09-16,4258.01,871.84,307.1,29.9,2109.18,385.75,166.79,-2472.94,1848.21
903,2019-09-17,4432.17,954.57,776.6,21.34,1811.74,325.33,129.32,-3271.39,2514.84
904,2019-09-18,3506.32,776.58,235.5,30.12,1683.4,305.18,156.46,-2461.24,1888.33
905,2019-09-19,3512.68,847.51,406.2,29.33,1390.55,300.9,219.37,-2571.43,1958.91
906,2019-09-20,4564.98,932.66,432.3,33.43,2115.16,404.8,213.25,-3391.76,2664.09
907,2019-09-21,4808.53,1172.55,258.1,64.38,2476.58,200.99,198.47,-3742.51,2841.6
908,2019-09-22,2694.21,580.13,177.2,16.77,1290.57,244.16,140.21,-2442.78,1900.45
909,2019-09-23,4009.89,939.32,556.8,37.83,1680.67,263.76,166.67,-3351.08,2520.67
910,2019-09-24,3885.96,761.41,226.2,43.61,2025.38,313.21,162.53,-2985.86,2163.36
911,2019-09-25,3539.07,829.85,364.1,42.21,1486.99,353.07,140.81,-2730.11,2064.34
912,2019-09-26,4131.23,813.9,152.6,35.82,2118.45,431.15,203.43,-3301.39,2531.93
913,2019-09-27,5637.29,649.0,159.49,22.39,3730.48,402.5,160.62,-4194.12,3248.57
914,2019-09-28,5751.91,1006.94,249.9,47.83,3357.31,381.27,177.38,-4409.86,3438.16
915,2019-09-29,3276.16,341.65,417.5,22.76,1697.94,336.83,161.4,-2795.87,2188.63
916,2019-09-30,6582.32,757.9,572.2,25.16,4114.27,346.84,167.25,-5559.51,4554.09
917,2019-10-01,4969.73,714.82,144.4,39.1,3195.24,265.43,158.64,-3842.47,2907.68
918,2019-10-02,4116.16,809.78,623.9,42.75,1823.7,270.89,168.56,-2931.63,2221.51
919,2019-10-03,5505.64,988.82,292.4,37.82,3108.9,343.92,233.08,-4427.53,3391.48
920,2019-10-04,6677.48,904.43,632.0,29.2,3750.22,575.93,206.16,-5608.1,4826.18
921,2019-10-05,4944.82,963.45,518.2,51.38,2422.78,301.16,237.95,-4064.72,3356.37
922,2019-10-06,3768.93,842.16,314.7,33.99,1874.41,259.39,101.43,-2888.83,2372.74
923,2019-10-07,6189.94,673.1,309.1,19.06,4077.73,390.41,165.51,-4647.65,3337.17
924,2019-10-08,5919.73,709.9,157.4,22.05,3951.99,385.64,154.32,-5096.77,3894.25
925,2019-10-09,9580.33,756.94,404.2,19.85,7104.63,282.22,141.25,-8116.3,6536.38
926,2019-10-10,5207.66,898.58,312.3,32.49,2942.97,399.45,140.14,-3783.2,2890.79
927,2019-10-11,3555.77,845.85,452.8,21.61,1376.54,342.31,193.11,-2571.66,1941.19
928,2019-10-12,3146.96,852.14,406.0,14.1,1083.58,350.4,154.42,-2206.4,1692.86
929,2019-10-13,2498.17,688.77,396.5,25.92,718.08,293.15,148.43,-2278.1,1795.63
930,2019-10-14,3292.17,809.38,224.3,27.35,1511.94,279.68,224.68,-2360.7,1837.52
931,2019-10-15,3353.43,854.74,420.8,12.93,1554.38,247.71,157.79,-2693.35,1995.53
932,2019-10-16,3102.92,860.06,300.2,34.48,1138.77,311.32,175.38,-2116.8,1673.69
933,2019-10-17,3083.82,786.42,384.7,17.45,1018.62,334.43,261.58,-2364.69,1897.29
934,2019-10-18,3789.39,927.54,311.7,20.69,1510.41,418.35,255.94,-2582.56,1982.73
935,2019-10-19,3273.32,794.83,375.9,22.78,1201.56,392.52,187.88,-2414.36,1778.03
936,2019-10-20,2188.4,729.6,280.1,17.8,587.82,249.61,124.33,-1788.17,1397.16
937,2019-10-21,3880.31,861.73,165.4,9.13,1977.14,320.79,193.14,-2617.15,1977.03
938,2019-10-22,3151.87,673.88,305.5,20.58,1462.54,237.79,181.42,-1829.18,1190.31
939,2019-10-23,3761.02,889.34,483.6,28.6,1553.75,298.55,115.64,-2656.6,1883.11
940,2019-10-24,3364.62,836.24,323.8,36.98,1417.05,280.46,163.9,-2442.23,1818.43
941,2019-10-25,3509.91,1064.0,80.9,32.95,1371.44,471.39,169.8,-2567.24,1972.48
942,2019-10-26,3963.22,801.8,508.1,38.71,1787.9,267.56,198.56,-3413.13,2670.75
943,2019-10-27,2370.68,733.93,78.5,30.72,845.26,329.91,138.79,-1839.37,1392.65
944,2019-10-28,3216.8,854.6,470.1,11.45,1192.08,222.26,173.58,-2583.98,1958.76
945,2019-10-29,3189.75,838.24,81.8,26.63,1443.29,335.08,174.45,-2550.79,2004.0
946,2019-10-30,2670.73,718.87,80.9,19.14,1108.62,298.92,201.22,-1766.77,1300.98
947,2019-10-31,3818.52,999.32,246.3,35.39,1687.04,335.23,167.84,-2859.23,2234.58
948,2019-11-01,5101.93,919.21,471.5,45.62,2572.84,389.86,238.69,-3707.08,2835.31
949,2019-11-02,3433.18,903.69,84.5,29.46,1557.06,350.46,195.64,-2388.12,1759.52
950,2019-11-03,2625.39,836.55,61.9,25.68,919.17,353.91,188.22,-1730.88,1284.86
951,2019-11-04,3219.36,701.86,278.3,24.88,1623.91,198.53,98.95,-1759.08,1344.05
952,2019-11-05,3649.92,880.72,403.3,24.03,1501.37,332.11,174.64,-2631.44,2019.95
953,2019-11-06,2924.98,574.15,536.4,36.95,1099.64,247.89,163.81,-2082.4,1357.84
954,2019-11-07,3549.39,750.22,241.2,14.49,1633.99,375.04,211.55,-2559.25,1899.41
955,2019-11-08,3704.46,822.79,160.6,18.45,1732.75,441.85,190.96,-2507.82,1947.06
956,2019-11-09,3703.46,908.7,222.0,24.03,1627.27,461.03,123.42,-2579.63,1941.16
957,2019-11-10,3331.56,823.57,539.0,30.29,1189.35,321.45,124.75,-2629.5,2010.9
958,2019-11-11,3629.04,849.55,222.0,38.4,1731.48,304.02,153.14,-2768.6,2110.1
959,2019-11-12,3279.22,814.32,467.0,21.57,1289.79,229.39,158.8,-2307.41,1756.77
960,2019-11-13,3503.83,719.86,151.8,36.31,1833.6,246.49,196.99,-2030.99,1537.32
961,2019-11-14,2919.29,783.4,87.7,15.87,1332.31,284.87,149.5,-2163.92,1687.35
962,2019-11-15,3626.45,963.94,61.9,20.01,1763.65,286.24,200.72,-2503.73,1877.0
963,2019-11-16,3955.83,708.91,436.2,31.29,1654.93,540.41,224.15,-2970.44,2377.04
964,2019-11-17,3185.81,822.08,394.3,21.83,1208.92,314.59,134.24,-2372.5,1786.11
965,2019-11-18,3013.45,851.73,159.4,32.52,1283.79,282.62,129.15,-1952.73,1498.64
966,2019-11-19,3179.13,670.73,486.9,18.48,1165.93,381.02,166.83,-2634.3,2014.45
967,2019-11-20,3221.36,660.07,406.5,24.5,1408.97,246.97,181.23,-2472.47,1898.94
968,2019-11-21,3708.5,778.69,555.4,27.89,1597.67,259.14,152.28,-2699.46,2110.78
969,2019-11-22,4312.81,1062.52,246.3,18.77,2035.35,301.71,251.76,-3328.88,2553.46
970,2019-11-23,3942.02,843.45,224.0,32.44,2003.75,297.94,181.8,-2786.93,2043.73
971,2019-11-24,2817.45,856.36,163.0,21.58,1056.22,279.29,184.63,-2271.27,1687.88
972,2019-11-25,3841.4,682.78,159.4,31.63,2167.21,328.62,122.59,-2272.25,1564.23
973,2019-11-26,3436.95,649.96,411.6,23.29,1587.18,314.26,147.04,-2488.69,1847.08
974,2019-11-27,4534.54,914.65,202.7,19.84,2366.04,459.21,159.56,-2941.84,2164.91
975,2019-11-28,1960.39,491.36,80.9,22.58,890.9,188.09,108.14,-1312.47,1007.78
976,2019-11-29,5143.5,829.99,402.4,44.03,2862.84,407.23,129.14,-3933.42,3057.02
977,2019-11-30,4151.99,850.87,309.7,21.5,1925.85,414.27,252.06,-3161.89,2387.25
978,2019-12-01,3242.98,835.87,229.9,21.18,1325.86,403.61,123.99,-2212.13,1704.45
979,2019-12-02,3263.69,1055.72,250.8,21.76,1038.16,370.39,229.84,-2458.23,1892.6
980,2019-12-03,4015.48,751.09,421.9,26.04,1847.25,386.99,218.89,-3063.94,2292.35
981,2019-12-04,3785.68,818.88,486.3,17.07,1499.1,459.35,160.6,-2677.43,2031.44
982,2019-12-05,4041.68,816.18,344.1,29.8,1980.64,302.53,200.79,-2729.44,2064.16
983,2019-12-06,4714.34,923.24,290.0,30.83,2511.45,339.3,190.63,-3410.73,2617.55
984,2019-12-07,3260.36,910.09,362.1,19.45,1242.45,279.07,150.53,-2625.26,1816.48
985,2019-12-08,3060.29,867.31,253.5,28.61,1201.19,242.62,188.6,-2543.88,1962.83
986,2019-12-09,3591.02,740.87,144.4,40.89,1779.35,333.39,234.43,-2471.83,1097.8
987,2019-12-10,3028.91,648.65,84.5,14.85,1568.8,248.28,188.23,-2347.63,1801.58
988,2019-12-11,2905.39,722.04,246.8,13.32,1164.26,317.59,186.12,-2021.35,1525.94
989,2019-12-12,3808.71,679.98,400.7,17.23,1857.4,305.27,183.25,-3222.81,2307.43
990,2019-12-13,5434.3,840.01,748.4,44.32,2662.5,328.48,316.18,-4515.67,3469.08
991,2019-12-14,4214.02,601.09,532.5,15.68,2158.19,286.64,136.59,-3223.93,2479.97
992,2019-12-15,2905.31,595.72,81.8,18.04,1531.9,303.55,109.97,-1793.46,1482.19
993,2019-12-16,4791.35,862.53,155.2,33.09,2690.85,335.88,232.89,-3466.27,2540.74
994,2019-12-17,3896.28,662.74,544.7,31.66,1791.08,347.43,164.15,-2915.91,2264.55
995,2019-12-18,4209.24,928.38,560.8,44.29,1790.37,317.7,184.72,-3071.94,2348.2
996,2019-12-19,3603.96,705.22,147.6,39.68,1889.08,319.17,175.32,-2786.26,2198.64
997,2019-12-20,4241.59,839.92,222.6,25.39,2149.85,319.44,298.49,-3309.98,2536.22
998,2019-12-21,4044.68,739.81,77.6,28.73,2241.35,407.16,182.06,-2969.25,2335.16
999,2019-12-22,3679.9,861.55,334.4,25.72,1620.25,312.54,190.65,-2350.74,1689.62
1000,2019-12-23,4791.56,909.28,542.4,23.9,2243.62,460.68,175.75,-3645.25,2762.06
1001,2019-12-24,4179.01,962.62,361.3,18.35,1814.07,439.82,121.66,-2784.76,2120.37
1003,2019-12-26,5558.7,1170.61,242.7,30.77,2713.93,687.62,210.88,-3232.34,2086.3
1004,2019-12-27,3993.29,758.81,249.5,19.63,2103.1,317.08,181.88,-2941.27,2189.38
1005,2019-12-28,4184.18,875.61,361.7,35.71,1899.77,443.63,189.99,-2516.35,1920.5
1006,2019-12-29,3671.14,600.88,409.9,14.11,1856.56,330.16,125.55,-2571.05,1898.44
1007,2019-12-30,4304.04,824.44,402.1,37.59,2058.89,407.09,182.4,-3482.97,2838.48
1008,2019-12-31,5134.87,761.58,308.0,31.22,2940.23,448.68,177.97,-3608.85,2750.06
1009,2020-01-01,3348.17,703.71,179.5,27.23,1787.98,213.33,131.8,-2078.5,1799.09
1010,2020-01-02,3802.65,608.42,321.7,34.15,1956.89,346.15,189.37,-2506.62,1759.51
1011,2020-01-03,5463.45,1215.02,485.6,33.42,2599.01,402.91,255.3,-4084.6,3128.87
1012,2020-01-04,3039.44,784.4,166.3,31.18,1237.44,363.45,180.15,-1723.64,1204.62
1013,2020-01-05,3101.57,699.62,241.2,19.38,1441.2,270.98,147.04,-2001.55,1530.53
1014,2020-01-06,3045.69,866.53,304.1,25.1,1184.73,248.81,139.31,-2132.62,1615.67
1015,2020-01-07,3402.27,792.39,146.4,55.08,1568.98,361.52,174.07,-2342.21,1779.61
1016,2020-01-08,4176.17,727.45,363.3,19.86,2290.45,241.08,155.03,-3249.07,2366.32
1017,2020-01-09,3557.05,789.19,169.5,33.43,1640.11,452.97,155.77,-2822.08,2168.7
1018,2020-01-10,3876.12,773.59,252.9,39.55,2007.82,310.34,139.26,-3216.03,2392.34
1019,2020-01-11,4825.41,925.42,594.6,16.53,2206.52,399.52,186.58,-3629.46,2839.45
1020,2020-01-12,3765.37,796.07,372.3,18.09,1689.04,365.17,182.12,-2774.38,2169.06
1021,2020-01-13,3664.76,774.43,773.7,13.72,1285.84,315.12,171.42,-3329.05,2420.28
1022,2020-01-14,3018.67,593.01,74.5,31.06,1638.82,261.32,145.3,-2302.56,1725.37
1023,2020-01-15,3414.18,699.51,239.9,18.44,1689.45,266.81,72.5,-2078.14,1579.35
1024,2020-01-16,3041.42,702.48,80.9,23.89,1434.64,406.89,115.88,-2363.3,1746.17
1025,2020-01-17,4301.55,680.25,557.8,33.72,2064.79,340.02,233.62,-3751.46,2754.29
1026,2020-01-18,4492.16,999.11,396.6,44.94,2065.54,405.74,171.55,-2995.09,2244.21
1027,2020-01-19,2625.6,554.71,307.1,24.35,1087.43,247.27,165.84,-2020.55,1488.9
1028,2020-01-20,3715.31,790.0,316.1,27.13,1679.67,357.16,207.23,-2447.53,1971.26
1029,2020-01-21,3676.42,814.78,650.6,25.82,1362.87,285.28,202.63,-2670.61,2191.29
1030,2020-01-22,3728.89,759.9,400.9,26.71,1820.69,259.06,121.88,-2567.09,1823.03
1031,2020-01-23,3321.07,725.53,616.0,24.72,1161.59,298.82,192.25,-2434.8,1854.86
1032,2020-01-24,4931.58,883.66,451.0,15.74,2607.22,234.15,291.16,-3886.48,3272.72
1033,2020-01-25,4228.6,954.06,308.0,28.98,2031.53,316.24,205.01,-3276.13,2528.08
1034,2020-01-26,3238.72,613.48,331.6,17.62,1491.95,355.67,134.51,-2607.47,2018.59
1035,2020-01-27,5690.27,827.83,496.2,25.77,3359.63,235.95,227.4,-5690.27,4473.24
1036,2020-01-28,3007.89,703.99,81.8,29.09,1372.79,410.39,136.02,-1970.05,1473.68
1037,2020-01-29,2973.7,721.98,325.8,19.97,1203.5,283.28,148.57,-2144.11,1635.17
1038,2020-01-30,3202.6,838.06,330.8,33.81,1122.8,337.56,248.23,-2164.32,1668.66
1039,2020-01-31,4899.92,854.93,215.3,30.1,2670.71,438.33,244.86,-4019.85,2978.99
1040,2020-02-01,4059.16,990.53,161.4,31.5,1945.08,389.07,181.42,-3340.32,2512.01
1041,2020-02-02,3500.46,651.11,159.4,43.04,1802.19,332.95,193.28,-2571.19,2060.25
1042,2020-02-03,3097.03,822.56,382.54,23.86,1132.89,356.89,94.59,-2193.49,1482.5
1043,2020-02-04,3217.12,835.47,232.1,17.17,1426.62,237.21,175.83,-2447.05,1823.91
1044,2020-02-05,4133.21,945.59,489.9,40.25,1877.15,233.25,171.07,-2769.28,2039.12
1045,2020-02-06,4252.11,761.79,442.2,26.97,2051.13,362.41,220.54,-2967.54,2300.21
1046,2020-02-07,3771.55,736.25,251.3,28.42,1965.85,310.15,136.42,-2821.48,2191.38
1047,2020-02-08,4514.95,889.07,268.2,25.11,2362.08,364.94,194.77,-3359.84,2652.89
1048,2020-02-09,3688.25,909.9,237.1,44.88,1874.63,180.61,105.56,-3109.22,2396.69
1049,2020-02-10,4189.53,787.04,392.4,31.08,2103.27,321.23,178.73,-3094.37,2476.42
1050,2020-02-11,4254.0,678.6,161.8,20.56,2443.34,416.03,146.63,-2889.92,2200.77
1051,2020-02-12,2927.78,765.7,143.7,25.4,1135.38,350.58,240.6,-2298.46,1719.58
1052,2020-02-13,4138.82,793.77,241.4,25.05,2171.11,306.87,224.08,-3041.59,2361.85
1053,2020-02-14,5349.84,1042.05,426.9,29.83,2722.62,387.19,255.0,-4746.6,3253.47
1054,2020-02-15,4796.88,813.11,239.9,34.57,2664.31,326.77,281.8,-3661.19,2456.48
1055,2020-02-16,3978.89,681.1,312.1,23.89,2045.72,405.1,148.96,-2676.05,2039.85
1056,2020-02-17,3705.0,771.45,332.5,37.89,1645.43,385.23,195.52,-2608.34,2023.36
1057,2020-02-18,4102.25,756.49,164.5,37.9,2258.16,354.23,157.74,-2712.55,2070.21
1058,2020-02-19,3314.46,696.61,177.2,25.16,1499.03,382.68,232.24,-2402.59,1865.99
1059,2020-02-20,4117.93,800.81,343.3,36.94,2059.9,279.46,222.75,-3236.56,2661.25
1060,2020-02-21,4923.28,972.78,287.4,30.81,2690.37,317.89,176.1,-3130.72,2331.78
1061,2020-02-22,4379.4,717.89,256.6,34.55,2401.01,323.45,247.47,-3334.33,2559.12
1062,2020-02-23,3650.45,663.12,412.3,24.13,1695.74,337.37,103.28,-3120.37,2282.09
1063,2020-02-24,3745.71,774.2,166.3,36.18,1885.54,375.68,167.0,-2946.19,2183.79
1064,2020-02-25,3332.61,780.79,223.5,26.14,1617.14,241.04,140.76,-2300.32,1600.14
1065,2020-02-26,3849.28,838.24,470.0,17.86,1590.88,375.23,206.88,-2876.83,2157.44
1066,2020-02-27,3740.78,763.81,0.0,18.15,2124.23,246.34,247.89,-2619.86,1980.77
1067,2020-02-28,5502.06,931.89,423.6,22.31,3010.7,362.52,250.55,-4098.01,3156.35
1068,2020-02-29,4762.73,999.59,420.3,44.09,2293.63,388.33,183.47,-3739.21,2867.6
1069,2020-03-01,3829.39,730.52,142.4,38.22,2033.75,386.41,149.68,-2822.46,2156.64
1070,2020-03-02,4801.3,728.91,362.1,40.5,2579.6,421.33,232.15,-3599.99,2761.82
1071,2020-03-03,4422.04,1036.97,324.5,40.59,2060.03,360.87,196.53,-3198.43,2350.61
1072,2020-03-04,4694.83,904.9,670.1,27.16,2043.58,408.46,213.53,-4004.19,3082.18
1073,2020-03-05,3249.35,788.28,141.4,24.45,1577.74,223.35,198.47,-2292.85,1500.9
1074,2020-03-06,5386.89,1036.15,289.5,23.81,3013.42,324.01,209.96,-5386.89,3461.67
1075,2020-03-07,4708.65,858.41,169.0,42.91,2726.16,327.4,156.37,-3659.47,2679.88
1076,2020-03-08,3503.14,663.16,255.0,26.55,1890.88,245.76,103.11,-2729.41,1960.07
1077,2020-03-09,4266.55,919.49,444.5,32.1,1985.33,331.56,165.38,-2946.48,1900.1
1078,2020-03-10,3927.28,728.29,305.7,25.32,1837.08,306.22,367.35,-3291.89,2383.72
1079,2020-03-11,4236.0,769.31,412.2,30.15,2131.78,285.14,222.04,-3129.37,2292.11
1080,2020-03-12,4225.66,857.87,445.0,44.07,1976.99,366.24,151.05,-3125.59,2305.65
1081,2020-03-13,5367.12,1068.53,476.4,30.71,2581.19,486.26,235.81,-4395.73,3346.61
1082,2020-03-14,5118.44,767.51,353.6,37.47,3008.65,341.44,144.1,-4018.28,3196.87
1083,2020-03-15,4186.49,761.53,555.4,26.41,1865.22,419.84,177.17,-3306.39,2490.1
1084,2020-03-16,6275.25,909.1,403.4,23.09,3717.81,425.93,225.19,-5945.25,4414.32
1085,2020-03-17,4852.6,844.88,740.6,31.7,2287.97,303.15,202.85,-3515.62,2565.39
1086,2020-03-18,4843.2,984.66,424.6,33.97,2377.36,389.32,192.75,-3476.48,2460.68
1087,2020-03-19,5485.27,834.11,736.4,34.25,2609.95,599.06,172.55,-4088.57,3240.61
1088,2020-03-20,7575.23,1066.57,1282.1,76.42,3693.0,386.54,381.56,-6407.01,4442.93
1089,2020-03-21,5658.2,795.0,250.8,34.37,3208.48,680.41,174.37,-4228.04,3224.37
1090,2020-03-22,3477.36,727.53,165.4,25.4,1725.02,326.09,191.58,-3147.3,2270.44
1091,2020-03-23,6900.97,957.12,873.2,28.31,3559.49,642.53,212.61,-6304.27,4424.22
1092,2020-03-24,5298.5,686.51,763.5,12.65,2865.75,360.94,127.16,-3978.39,2868.96
1093,2020-03-25,6789.02,1069.73,1078.7,23.08,3112.87,646.23,240.91,-5572.9,3869.12
1094,2020-03-26,4424.83,723.05,714.1,21.09,2160.83,309.14,94.07,-2819.67,1994.81
1095,2020-03-27,6114.55,1007.61,850.3,63.9,3146.84,286.76,203.0,-5498.03,4030.19
1096,2020-03-28,4493.88,942.02,228.0,42.45,1999.37,583.85,289.39,-3723.77,2723.41
1097,2020-03-29,3761.17,767.71,384.9,21.27,1764.27,314.59,166.29,-2832.12,1939.7
1098,2020-03-30,5362.83,829.03,487.61,36.17,2986.7,345.92,259.53,-4339.69,3431.83
1099,2020-03-31,5379.25,975.21,165.4,40.12,2947.12,498.4,263.64,-4199.35,2940.84
1100,2020-04-01,5745.89,1015.67,601.8,20.53,2803.42,524.13,217.65,-4570.6,3314.31
1101,2020-04-02,5875.51,1075.11,732.6,55.53,2850.75,411.28,250.75,-4758.82,3270.81
1102,2020-04-03,6904.76,1208.89,498.9,75.72,3668.63,509.0,315.48,-5595.92,4087.22
1103,2020-04-04,6742.21,944.35,623.5,22.54,3793.22,578.3,167.01,-5642.07,4234.68
1104,2020-04-05,4141.93,834.94,371.4,31.66,1870.04,403.89,253.25,-3481.86,2529.19
1105,2020-04-06,5370.13,907.97,445.7,43.1,2725.15,516.19,243.79,-4387.94,3290.28
1106,2020-04-07,5818.05,1321.99,435.3,63.2,2893.94,452.52,121.88,-5047.94,3742.42
1107,2020-04-08,5806.5,951.14,770.3,33.78,2685.17,561.41,276.49,-4695.53,3319.48
1108,2020-04-09,5584.73,950.51,508.5,40.67,2847.89,421.56,307.56,-4330.58,3412.05
1109,2020-04-10,6557.12,1036.37,773.4,70.54,3226.91,520.44,333.04,-5567.12,4576.24
1110,2020-04-11,6671.07,1079.1,826.7,49.56,3433.58,493.91,181.44,-5570.93,4270.76
1111,2020-04-12,3735.29,749.05,161.3,23.54,1991.49,273.57,196.57,-2855.2,2090.53
1112,2020-04-13,7439.8,1077.42,647.1,53.64,4231.14,488.78,265.01,-5859.79,4598.48
1113,2020-04-14,6120.77,1098.39,807.3,42.79,2950.76,423.78,276.98,-5335.21,4120.27
1114,2020-04-15,7309.2,1258.74,686.8,61.65,3837.45,603.66,196.11,-6099.07,4400.1
1115,2020-04-16,7854.25,1141.92,477.1,71.17,4575.09,533.27,341.26,-6699.08,5160.24
1116,2020-04-17,6672.48,944.73,587.7,33.07,3576.79,581.66,341.61,-5572.34,3808.64
1117,2020-04-18,6431.1,943.15,501.7,59.74,3645.69,347.08,348.66,-5261.69,4018.82
1118,2020-04-19,5110.3,1054.16,297.0,35.51,2473.18,632.16,149.48,-4120.2,3210.46
1119,2020-04-20,7503.11,1106.46,880.2,40.39,3791.05,703.9,298.65,-5962.99,4581.5
