,dates,total,pack,carton,grcy,misc_total,vape,tobacco,beer,main,card
273,2018-12-26,2238.6,175.89,146.4,5.13,1647.79,0.0,34.76,24.98,-1633.52,1209.53
274,2018-12-27,1237.99,211.68,0.0,16.37,800.54,0.0,77.78,18.96,-746.32,547.51
275,2018-12-28,1500.36,235.09,161.8,14.97,855.67,0.0,35.3,61.2,-1031.88,712.55
276,2018-12-29,2053.26,133.11,175.8,14.48,1320.34,0.0,150.43,72.33,-1685.06,1259.85
277,2018-12-30,1564.56,253.77,0.0,6.83,1099.37,0.0,33.51,28.76,-889.83,666.3
278,2018-12-31,1523.53,278.79,75.9,10.26,936.9,0.0,39.54,43.54,-1303.5,944.32
279,2019-01-01,939.99,69.72,0.0,2.78,730.27,0.0,35.03,16.65,-719.96,565.22
280,2019-01-02,1108.11,148.2,0.0,8.46,752.43,0.0,51.58,46.64,-523.14,302.46
281,2019-01-03,1554.81,242.59,224.3,15.13,821.26,0.0,96.1,13.98,-1301.77,909.03
282,2019-01-04,1646.7,200.55,0.0,15.91,1171.83,0.0,64.95,43.63,-1150.85,802.09
283,2019-01-05,2070.47,250.74,342.7,12.11,1176.31,0.0,71.39,28.87,-1718.43,1246.88
285,2019-01-07,1887.56,432.24,146.4,8.06,1020.38,0.0,71.9,36.86,-1133.71,874.62
286,2019-01-08,1329.58,275.85,73.2,6.08,787.16,0.0,15.62,50.71,-889.54,655.38
287,2019-01-09,1334.57,146.35,73.9,9.44,917.26,0.0,54.06,12.17,-722.83,592.08
288,2019-01-10,1700.92,374.93,0.0,10.45,990.42,0.0,110.95,59.42,-1035.02,845.26
289,2019-01-11,1628.02,352.23,0.0,8.37,985.78,0.0,68.4,65.11,-695.84,586.98
290,2019-01-12,1575.49,266.63,83.9,15.88,985.29,0.0,41.1,39.35,-1355.44,1086.85
291,2019-01-13,1734.21,226.05,75.9,7.59,1188.55,0.0,70.65,7.69,-1239.15,996.56
292,2019-01-14,1425.43,275.27,0.0,14.73,900.46,0.0,44.34,60.93,-914.35,769.66
293,2019-01-15,1392.93,390.0,0.0,10.91,699.51,0.0,98.05,67.73,-1083.96,723.27
294,2019-01-16,1704.09,322.18,173.1,10.29,971.26,0.0,37.29,34.95,-1189.58,880.31
295,2019-01-17,1441.17,121.22,0.0,20.01,989.2,0.0,38.52,35.11,-973.83,798.17
296,2019-01-18,1583.27,284.8,153.8,9.21,911.01,0.0,61.34,19.06,-1116.73,795.82
297,2019-01-19,1854.25,324.52,233.0,10.03,1024.4,0.0,49.0,44.61,-1744.2,1323.29
298,2019-01-20,1867.98,215.23,312.6,4.53,1054.77,0.0,77.68,33.27,-1427.96,1092.57
299,2019-01-21,1735.27,371.63,0.0,21.51,1111.1,0.0,39.43,33.75,-1102.13,919.85
300,2019-01-22,1448.92,298.01,171.8,1.99,765.68,0.0,36.2,43.43,-970.58,667.17
301,2019-01-23,1312.75,196.99,0.0,13.29,891.5,0.0,48.99,42.53,-852.16,528.94
302,2019-01-24,1610.22,179.9,251.0,21.37,824.26,0.0,89.9,98.56,-1234.21,1043.76
303,2019-01-25,2049.82,355.81,83.9,6.02,1304.29,0.0,71.62,41.7,-1365.68,1037.19
304,2019-01-26,1701.81,335.42,173.1,6.49,965.49,0.0,38.5,27.98,-1350.49,1019.78
305,2019-01-27,1827.0,234.68,80.9,10.35,1273.73,0.0,53.98,7.17,-1228.82,922.5
306,2019-01-28,1571.17,205.53,0.0,8.17,1132.87,0.0,47.28,35.46,-1351.13,1117.06
307,2019-01-29,2025.99,373.22,95.9,25.27,1197.93,0.0,96.45,52.93,-1356.25,1054.8
308,2019-01-30,1629.82,239.04,0.0,19.6,1130.27,0.0,53.07,39.04,-1299.19,1007.11
309,2019-01-31,1898.05,229.88,73.2,15.01,1272.77,0.0,71.22,63.31,-1238.01,1024.98
310,2019-02-01,2924.11,463.3,0.0,16.3,2084.54,0.0,47.01,52.05,-1944.79,1151.73
311,2019-02-02,2426.22,270.1,80.9,30.49,1663.69,0.0,69.32,91.03,-1716.18,1380.7
312,2019-02-03,1800.53,424.78,100.0,4.47,963.51,0.0,112.41,31.55,-1254.31,951.59
313,2019-02-04,1058.73,346.8,0.0,6.42,530.76,0.0,58.56,19.86,-740.49,589.2
314,2019-02-05,1533.89,269.41,0.0,18.17,989.63,0.0,63.59,53.63,-1100.1,803.34
315,2019-02-06,2115.87,386.34,222.3,16.82,1158.94,0.0,99.51,39.45,-1749.4,1343.84
316,2019-02-07,2562.05,516.16,232.0,9.37,1447.04,0.0,87.19,39.07,-1918.04,1612.98
317,2019-02-08,2771.97,548.42,77.9,16.05,1699.81,0.0,99.5,78.13,-1804.66,1359.24
319,2019-02-10,2123.45,384.46,0.0,2.48,1456.69,0.0,42.92,43.73,-1683.41,1408.24
320,2019-02-11,1132.12,320.9,100.0,4.34,581.55,0.0,18.96,3.38,-1132.12,892.19
321,2019-02-12,1984.5,211.35,99.9,20.53,1383.21,0.0,46.17,42.8,-1516.6,1071.3
322,2019-02-13,2186.24,417.17,74.9,9.03,1352.52,0.0,100.98,32.74,-1452.36,1094.02
323,2019-02-14,1877.25,249.82,73.2,12.39,1264.4,0.0,51.7,45.75,-1359.55,1050.44
324,2019-02-15,2604.83,362.77,336.69,15.26,1448.81,0.0,128.75,75.61,-2123.92,1593.86
325,2019-02-16,2737.02,431.7,315.9,9.89,1521.79,0.0,127.31,81.49,-2516.99,1936.24
326,2019-02-17,2060.6,223.64,0.0,3.83,1602.65,0.0,25.21,17.84,-1371.89,1042.46
327,2019-02-18,1537.99,378.93,155.8,8.84,807.26,0.0,29.55,58.42,-1284.47,927.37
328,2019-02-19,1551.38,260.6,80.9,11.38,918.23,0.0,70.27,68.83,-1017.61,754.84
329,2019-02-20,1604.26,223.31,99.9,14.23,1006.83,0.0,46.69,67.32,-1040.75,771.67
330,2019-02-21,1679.82,194.85,73.2,7.38,1168.56,0.0,41.01,41.99,-1348.93,1027.37
331,2019-02-22,2107.74,367.56,80.9,3.07,1334.27,0.0,76.21,53.99,-1628.39,1250.35
332,2019-02-23,2613.83,271.16,336.6,4.37,1653.98,0.0,70.92,38.43,-2044.01,1667.75
333,2019-02-24,1264.5,245.71,0.0,0.25,861.67,0.0,16.97,24.85,-1004.88,820.6
334,2019-02-25,1933.16,487.06,146.4,7.95,1021.59,0.0,45.4,55.14,-1492.0,1065.3
335,2019-02-26,1683.84,308.06,0.0,17.79,1103.59,0.0,65.31,35.91,-1404.62,1019.71
336,2019-02-27,2459.83,355.1,77.9,18.42,1657.23,0.0,50.65,76.74,-1651.08,1112.0
337,2019-02-28,1926.6,310.84,80.9,11.8,1235.4,0.0,52.03,60.36,-1561.69,1189.34
338,2019-03-01,2737.64,453.77,0.0,16.23,1876.03,0.0,84.69,51.14,-2347.12,1733.35
339,2019-03-02,1509.69,309.2,175.8,9.51,780.24,0.0,42.31,55.29,-1212.67,911.94
340,2019-03-03,1547.28,394.82,74.9,8.45,839.09,0.0,54.02,35.21,-1299.61,1003.45
341,2019-03-04,1531.51,193.39,220.3,12.77,890.34,0.0,55.4,20.0,-1288.05,967.96
342,2019-03-05,2070.76,335.25,77.9,29.13,1352.86,0.0,53.95,38.29,-1680.37,1268.47
343,2019-03-06,1367.85,270.1,0.0,5.68,878.57,0.0,57.16,31.89,-926.73,656.24
344,2019-03-07,1912.99,216.88,0.0,5.21,1413.56,0.0,46.24,57.05,-1288.47,990.54
345,2019-03-08,2274.32,321.2,77.9,25.43,1501.48,0.0,95.9,32.25,-1618.95,1228.79
346,2019-03-09,2050.62,230.98,175.8,30.05,1354.71,0.0,53.32,19.25,-1686.95,1145.12
347,2019-03-10,1528.77,175.82,158.8,15.53,964.18,0.0,66.6,8.76,-1390.65,1084.57
348,2019-03-11,1821.17,340.97,0.0,11.88,1244.35,0.0,46.93,11.34,-1223.2,901.51
349,2019-03-12,1607.86,187.34,0.0,10.6,1201.28,0.0,24.03,38.32,-1478.68,1123.0
350,2019-03-13,2007.82,316.56,149.8,18.54,1204.49,0.0,61.52,74.28,-1473.01,1130.03
351,2019-03-14,2166.21,434.22,264.0,29.31,1145.3,0.0,60.5,35.79,-1580.15,1092.02
352,2019-03-15,2366.61,334.08,75.9,16.65,1573.55,0.0,137.62,13.53,-1232.21,928.01
353,2019-03-16,1604.74,363.67,80.9,9.62,863.56,0.0,130.53,10.45,-1076.21,751.22
354,2019-03-17,2290.36,309.23,155.8,12.25,1466.01,0.0,113.58,25.12,-1740.31,1349.63
355,2019-03-18,2200.03,503.13,155.7,23.92,1197.65,0.0,59.45,60.02,-1550.75,1114.99
356,2019-03-19,1876.1,219.31,81.8,27.82,1247.7,0.0,76.66,52.11,-1802.74,1303.84
357,2019-03-20,2429.57,326.51,149.8,16.09,1652.28,0.0,42.25,22.6,-2046.32,1558.58
358,2019-03-21,1762.23,310.57,0.0,9.91,1175.29,0.0,33.87,65.25,-981.56,715.79
359,2019-03-22,2338.54,335.26,0.0,19.64,1560.86,0.0,168.33,41.69,-1923.31,1460.51
360,2019-03-23,1697.24,283.21,150.8,9.85,978.44,0.0,117.32,3.18,-1157.17,808.45
361,2019-03-24,1843.74,308.62,238.6,7.62,1006.21,0.0,72.43,42.54,-1491.56,1099.83
362,2019-03-25,2239.77,425.91,207.79,10.66,1337.67,0.0,46.44,7.56,-1381.62,908.35
363,2019-03-26,1679.33,471.95,0.0,18.82,964.3,0.0,24.95,46.49,-1206.98,733.34
364,2019-03-27,2122.22,654.95,0.0,15.1,1182.15,0.0,40.47,36.47,-1428.29,1040.92
365,2019-03-28,2320.51,432.28,211.7,4.65,1311.24,0.0,70.09,79.25,-2043.02,1490.08
366,2019-03-29,3110.4,442.2,251.6,18.14,1938.43,0.0,81.73,95.36,-2372.48,1758.5
367,2019-03-30,1678.04,277.1,0.0,8.22,1117.75,0.0,93.38,28.92,-1277.64,966.77
368,2019-03-31,1633.5,429.73,0.0,12.13,962.63,0.0,22.91,57.48,-1338.51,1013.58
369,2019-04-01,2507.65,429.92,147.8,24.25,1546.97,0.0,101.75,47.6,-1961.14,1511.62
370,2019-04-02,2003.77,288.04,370.4,16.88,1004.43,0.0,81.04,60.87,-1827.81,1362.48
371,2019-04-03,2092.47,236.68,59.9,19.67,1490.51,0.0,86.1,9.25,-1446.65,984.26
372,2019-04-04,2620.75,465.97,73.9,16.04,1638.18,0.0,67.96,120.27,-1952.6,1321.16
373,2019-04-05,1912.23,437.84,0.0,9.8,1134.85,0.0,68.74,87.02,-1032.22,413.47
374,2019-04-06,2337.91,326.63,90.9,22.81,1585.99,0.0,52.18,46.73,-1643.55,1088.11
375,2019-04-07,2045.78,428.92,78.9,10.55,1249.54,0.0,69.06,22.72,-1605.74,1286.49
376,2019-04-08,1748.22,294.43,221.7,14.18,920.12,0.0,45.36,93.38,-1574.51,1175.44
377,2019-04-09,2039.09,409.24,242.7,18.97,1061.57,0.0,93.66,27.44,-1572.58,1128.2
378,2019-04-10,2119.13,410.75,72.4,11.28,1131.17,0.0,129.56,71.14,-1681.44,1130.17
379,2019-04-11,1899.31,474.33,0.0,30.7,1117.25,0.0,16.9,87.32,-1267.85,886.61
380,2019-04-12,2885.5,400.3,231.8,22.46,1726.27,0.0,107.41,134.76,-2131.21,1501.89
381,2019-04-13,1986.45,396.16,79.99,9.29,1090.73,0.0,187.22,42.34,-1700.95,1201.11
382,2019-04-14,1526.53,255.92,119.8,8.51,915.74,0.0,58.84,28.83,-1175.54,828.07
383,2019-04-15,2720.06,450.92,303.6,15.68,1543.34,0.0,98.39,60.63,-2478.1,1630.36
384,2019-04-16,2198.54,298.6,157.8,22.38,1383.0,0.0,53.14,18.97,-1853.96,1397.66
385,2019-04-17,2008.46,324.71,307.6,10.25,1099.27,0.0,68.98,14.93,-1638.51,1105.99
386,2019-04-18,1850.0,327.58,200.39,14.67,1062.77,0.0,49.46,19.78,-1328.82,878.46
387,2019-04-19,2443.89,421.57,90.9,25.4,1544.45,0.0,70.63,68.76,-2009.92,1422.54
388,2019-04-20,2621.23,374.58,0.0,4.93,1863.82,0.0,74.29,65.14,-2181.19,1805.68
389,2019-04-21,1559.91,243.44,157.8,4.99,968.29,0.0,30.27,13.24,-1207.84,987.94
390,2019-04-22,2217.9,308.37,377.4,23.66,1019.55,0.0,33.2,22.12,-1975.29,1488.46
391,2019-04-23,1909.57,381.22,79.9,23.73,1002.81,0.0,200.58,47.73,-1476.64,1101.45
392,2019-04-24,1585.14,429.26,138.9,12.61,788.44,0.0,40.65,31.08,-1408.98,1056.27
393,2019-04-25,1902.49,345.45,170.7,4.83,1102.66,0.0,77.02,28.74,-1244.46,909.73
394,2019-04-26,2360.71,375.98,0.0,18.96,1618.9,0.0,44.56,87.48,-1808.48,1381.96
395,2019-04-27,1602.64,313.32,79.0,11.87,985.49,0.0,38.82,28.34,-1411.95,1107.96
396,2019-04-28,1440.94,197.68,160.7,8.74,838.81,0.0,91.28,12.64,-1274.11,904.75
397,2019-04-29,1695.81,361.85,81.8,6.56,991.22,0.0,56.47,43.6,-1465.32,1067.16
398,2019-04-30,2406.41,369.93,384.1,23.58,1331.7,0.0,46.05,32.14,-1963.86,1481.75
399,2019-05-01,1926.35,418.27,0.0,20.92,1223.92,0.0,47.4,43.97,-1416.48,1049.21
400,2019-05-02,1706.14,301.95,81.8,10.74,1001.38,0.0,104.24,50.81,-1293.88,944.05
401,2019-05-03,2181.51,345.01,0.0,26.23,1495.66,0.0,60.34,55.81,-1456.92,1067.02
402,2019-05-04,1806.94,328.03,59.9,13.11,1091.0,0.0,114.4,36.09,-1427.36,1087.19
403,2019-05-05,1369.76,367.8,91.8,9.14,683.82,0.0,63.15,29.42,-1047.4,584.13
404,2019-05-06,2422.12,516.73,299.6,18.58,1219.53,0.0,76.4,70.96,-1929.77,1421.2
405,2019-05-07,2135.23,282.94,160.8,23.47,1315.11,0.0,96.1,61.35,-1702.41,1264.22
406,2019-05-08,1828.67,280.16,138.8,13.93,1103.29,0.0,57.29,69.19,-1244.5,923.58
407,2019-05-09,1573.65,378.64,81.8,14.62,867.78,0.0,48.59,38.98,-1286.88,917.74
408,2019-05-10,2092.5,525.12,0.0,40.13,1218.5,0.0,44.91,73.47,-1290.76,957.06
409,2019-05-11,1676.55,274.46,0.0,12.56,1117.76,0.0,68.55,50.69,-1456.52,1209.52
410,2019-05-12,2353.0,393.93,79.0,19.28,1416.26,0.0,100.0,29.9,-1594.0,1487.44
411,2019-05-13,2131.89,439.26,79.0,14.35,1316.25,0.0,43.34,45.74,-1359.91,1017.39
412,2019-05-14,1625.1,390.31,81.8,2.79,900.66,0.0,59.68,42.0,-1186.67,907.51
413,2019-05-15,2557.51,401.71,302.4,24.79,1504.79,0.0,63.95,27.23,-2133.97,1591.7
414,2019-05-16,2240.99,423.52,170.7,4.78,1279.02,0.0,117.35,41.71,-1216.4,889.77
415,2019-05-17,2885.84,379.88,295.6,18.85,1659.93,0.0,141.87,119.03,-2140.93,1647.02
416,2019-05-18,1963.88,374.67,0.0,21.0,1270.01,0.0,71.25,48.28,-1520.4,1221.28
417,2019-05-19,1931.44,386.31,237.8,9.94,1044.08,0.0,47.42,30.19,-1645.46,1231.86
418,2019-05-20,2324.7,457.14,91.8,14.39,1412.83,0.0,89.17,51.08,-1547.74,1180.62
419,2019-05-21,1182.83,299.0,0.0,12.81,667.99,0.0,80.74,14.64,-814.71,629.78
420,2019-05-22,2236.05,388.7,242.6,32.65,1279.6,0.0,64.15,24.96,-1290.04,916.0
421,2019-05-23,1779.26,455.52,0.0,23.47,1049.28,0.0,30.81,58.27,-1212.63,919.98
422,2019-05-24,2341.58,536.32,261.1,33.65,1150.19,0.0,68.44,78.86,-1821.62,1376.35
423,2019-05-25,2406.94,395.33,141.7,3.78,1514.48,0.0,93.59,39.11,-1804.36,1398.47
424,2019-05-26,1770.48,257.9,333.5,9.33,936.73,0.0,56.09,15.87,-1447.34,1184.62
425,2019-05-27,1808.13,519.58,59.9,6.25,978.4,0.0,65.19,14.33,-1539.64,1152.47
426,2019-05-28,2148.7,461.84,0.0,9.77,1345.88,0.0,123.6,12.15,-1627.58,1210.4
427,2019-05-29,1750.81,303.61,0.0,22.19,1182.04,0.0,61.53,22.15,-1238.8,914.71
428,2019-05-30,2043.43,391.89,152.9,9.98,1190.66,0.0,70.58,42.42,-1225.98,920.17
429,2019-05-31,2505.24,533.79,0.0,25.69,1575.77,0.0,49.05,92.05,-1756.5,1325.75
430,2019-06-01,2109.32,468.17,0.0,14.22,1230.42,0.0,154.95,49.63,-1425.2,1109.81
431,2019-06-02,2065.81,445.08,286.6,13.03,996.48,0.0,122.27,14.45,-1387.3,1064.72
432,2019-06-03,2590.89,479.6,147.8,10.92,1456.82,0.0,227.09,30.28,-1808.71,1409.89
433,2019-06-04,1793.29,324.6,0.0,13.99,1128.2,0.0,122.44,40.92,-1342.27,998.4
434,2019-06-05,2799.54,487.97,174.1,8.58,1716.69,0.0,85.74,71.89,-2017.58,1499.05
435,2019-06-06,2057.91,421.01,72.4,27.75,1221.61,0.0,50.75,77.15,-1610.71,1209.59
436,2019-06-07,2303.86,315.97,163.6,6.63,1436.73,0.0,85.16,83.99,-1868.39,1403.82
437,2019-06-08,2307.88,347.66,160.7,15.4,1481.95,0.0,58.78,33.41,-1740.2,1406.7
438,2019-06-09,2576.0,546.36,296.6,11.11,1309.71,0.0,115.81,62.07,-2031.79,1551.19
439,2019-06-10,1511.94,283.8,78.9,33.44,906.03,0.0,42.92,29.29,-981.58,713.71
440,2019-06-11,1747.18,440.17,0.0,15.02,1003.83,0.0,82.97,46.2,-1261.37,965.28
441,2019-06-12,2395.67,471.36,81.8,20.26,1422.61,0.0,85.23,96.43,-1761.57,1319.78
442,2019-06-13,2055.56,389.98,79.0,21.91,1252.86,0.0,58.12,66.66,-1251.2,887.55
443,2019-06-14,2184.02,328.26,0.0,8.58,1477.59,0.0,125.54,45.34,-1872.44,1441.6
444,2019-06-15,2198.94,358.63,157.9,10.32,1341.74,0.0,96.07,34.23,-1802.88,1346.84
445,2019-06-16,1548.98,327.23,462.3,4.73,551.35,0.0,43.66,18.82,-1218.96,932.27
446,2019-06-17,2055.45,376.04,0.0,21.19,1368.16,0.0,67.99,36.05,-1441.8,1092.06
447,2019-06-18,1589.95,455.31,81.8,18.21,801.45,0.0,51.34,37.19,-1249.55,955.27
448,2019-06-19,2315.07,443.99,0.0,16.25,1485.6,0.0,74.34,84.27,-1992.63,1519.1
449,2019-06-20,2461.14,414.18,373.3,4.39,1260.92,0.0,81.04,103.39,-2114.03,1615.86
450,2019-06-21,2152.49,388.58,220.7,8.45,1216.74,0.0,55.71,66.49,-1708.84,1301.82
451,2019-06-22,2517.15,388.08,157.9,14.48,1567.12,0.0,121.67,38.94,-2142.08,1628.05
452,2019-06-23,1704.23,389.55,0.0,12.25,1047.72,0.0,68.93,32.71,-1379.25,1053.76
453,2019-06-24,2237.9,479.68,73.9,26.44,1331.9,0.0,86.69,35.69,-1786.82,1311.82
454,2019-06-25,2196.94,347.17,0.0,22.55,1472.49,0.0,90.29,64.61,-1741.0,1334.35
455,2019-06-26,1848.34,569.72,0.0,14.16,973.41,0.0,58.66,64.23,-1139.07,852.9
456,2019-06-27,2194.52,331.91,0.0,9.51,1468.42,0.0,120.52,64.49,-1645.11,1219.52
457,2019-06-28,2243.17,435.52,73.9,17.25,1310.8,0.0,112.12,89.52,-1717.44,1284.1
458,2019-06-29,1905.62,394.95,157.9,16.04,1054.68,0.0,84.72,23.96,-1429.45,1065.54
459,2019-06-30,2009.73,432.9,242.5,13.03,1033.74,0.0,76.71,28.02,-1875.94,1438.67
460,2019-07-01,2069.94,384.15,204.7,18.45,1148.57,0.0,69.4,56.35,-1317.5,960.64
461,2019-07-02,2495.09,310.49,170.8,19.16,1607.24,0.0,89.61,70.81,-1683.29,1236.84
462,2019-07-03,2675.93,585.97,138.8,12.73,1555.15,0.0,108.82,31.03,-2124.51,1637.34
463,2019-07-04,1545.41,303.55,239.6,10.12,708.07,0.0,79.66,63.82,-1229.91,925.98
464,2019-07-05,2769.03,389.25,155.7,6.6,1761.86,0.0,160.05,43.68,-2249.81,1719.2
465,2019-07-06,2033.4,429.28,0.0,17.72,1248.47,0.0,119.12,33.8,-1655.41,1242.61
466,2019-07-07,1747.08,314.74,0.0,10.64,1076.4,0.0,151.82,34.53,-1213.98,924.94
467,2019-07-08,2403.29,458.27,147.8,24.17,1371.79,0.0,120.59,62.03,-1495.45,1144.36
468,2019-07-09,1896.39,369.79,0.0,23.74,1171.14,0.0,116.26,42.91,-1372.67,1057.92
469,2019-07-10,1668.41,424.71,139.8,15.8,778.46,0.0,83.67,74.17,-1376.44,971.03
470,2019-07-11,2647.52,515.16,308.3,12.96,1471.33,0.0,42.07,56.88,-2332.25,1768.16
471,2019-07-12,2629.96,427.36,317.8,14.58,1379.94,0.0,131.4,119.63,-2197.01,1657.03
472,2019-07-13,2024.01,314.92,0.0,17.59,1363.78,0.0,41.6,101.97,-1637.65,1237.98
473,2019-07-14,3085.21,322.19,242.5,14.45,2037.29,0.0,131.37,66.8,-3085.17,2316.9
474,2019-07-15,2454.16,397.26,142.6,21.52,1561.07,0.0,97.34,11.04,-1783.48,1376.17
475,2019-07-16,1481.6,382.13,0.0,6.76,785.08,0.0,107.64,65.17,-1021.09,784.63
476,2019-07-17,2437.66,423.19,168.1,7.73,1450.01,0.0,117.37,49.5,-1791.47,1346.05
477,2019-07-18,1987.35,367.58,73.9,7.77,1274.86,0.0,54.4,28.06,-1476.73,1136.59
478,2019-07-19,2553.5,361.06,313.4,22.66,1526.48,0.0,42.34,53.37,-2416.34,1855.28
479,2019-07-20,2419.93,429.78,254.4,15.11,1345.55,0.0,70.92,84.01,-1737.85,1360.25
480,2019-07-21,1837.04,318.79,324.3,7.68,961.37,0.0,30.38,27.41,-1365.09,1005.18
481,2019-07-22,2581.02,418.53,236.5,26.18,1490.51,0.0,116.34,58.15,-1918.1,1421.58
482,2019-07-23,2010.82,324.85,152.8,18.84,1200.38,0.0,62.92,68.1,-1337.37,1011.67
483,2019-07-24,2151.76,475.12,0.0,18.39,1353.71,0.0,80.5,28.31,-1317.18,1000.02
484,2019-07-25,2453.15,342.09,193.7,13.88,1507.88,0.0,120.26,52.17,-2049.48,1539.42
485,2019-07-26,2581.43,544.97,165.4,33.16,1437.06,0.0,80.22,85.77,-1867.44,1388.41
486,2019-07-27,1803.09,330.15,0.0,9.54,1108.55,0.0,148.35,42.48,-1693.04,1323.27
487,2019-07-28,1847.42,312.04,241.6,7.46,1021.54,0.0,75.39,21.32,-1682.38,1293.39
488,2019-07-29,1885.21,428.38,0.0,20.53,1150.3,0.0,70.84,43.61,-1485.21,1096.81
489,2019-07-30,1864.78,408.63,156.6,18.78,994.78,0.0,66.62,49.73,-1308.27,977.35
490,2019-07-31,2226.82,434.81,82.7,19.81,1345.39,0.0,77.2,64.34,-1666.16,1283.07
491,2019-08-01,2990.42,625.46,82.7,7.52,1862.95,0.0,83.43,56.32,-2378.59,1806.28
492,2019-08-02,2866.13,522.9,245.3,17.92,1631.44,0.0,134.53,53.33,-1955.57,1477.4
493,2019-08-03,2318.0,457.43,229.7,4.32,1276.2,0.0,64.62,74.86,-2042.95,1553.97
494,2019-08-04,2712.62,248.61,413.3,16.51,1636.2,0.0,130.76,20.48,-2272.56,1759.14
495,2019-08-05,2271.02,342.96,287.6,14.62,1343.86,0.0,37.68,37.7,-1858.59,1387.42
496,2019-08-06,2036.29,288.2,79.0,17.57,1310.19,0.0,121.97,34.1,-1761.29,1290.43
497,2019-08-07,2193.4,575.27,166.8,19.87,1093.5,0.0,87.44,51.02,-1386.43,1041.67
498,2019-08-08,2203.48,584.43,225.6,6.68,1057.16,0.0,41.3,87.86,-1873.44,1419.37
499,2019-08-09,1884.69,336.22,72.9,19.87,1142.91,0.0,56.22,85.08,-1440.28,1090.16
500,2019-08-10,2110.68,431.35,0.0,9.79,1370.32,0.0,51.8,55.42,-1615.61,1230.04
501,2019-08-11,1949.26,276.73,0.0,5.87,1416.03,0.0,44.5,28.81,-1949.23,1338.52
502,2019-08-12,2228.28,416.84,151.9,9.91,1344.31,0.0,63.54,39.18,-1403.89,1034.2
503,2019-08-13,2388.52,284.44,156.6,13.73,1586.57,0.0,70.07,59.85,-2003.49,1433.24
504,2019-08-14,1810.25,494.97,82.7,23.05,878.16,0.0,106.03,60.67,-1645.23,1203.36
505,2019-08-15,1835.87,449.41,0.0,21.26,977.95,0.0,88.7,131.52,-1661.22,1237.3
506,2019-08-16,2961.14,364.43,305.2,33.89,1946.68,0.0,146.55,165.06,-2390.79,1799.34
507,2019-08-17,2757.41,521.25,331.5,10.23,1424.3,0.0,144.61,74.66,-2152.31,1582.26
508,2019-08-18,2107.78,540.41,162.6,14.39,1065.8,0.0,91.59,41.29,-2107.78,1576.76
509,2019-08-19,2088.7,380.45,85.4,12.72,1310.19,0.0,63.75,35.2,-1451.7,1080.95
510,2019-08-20,2351.96,636.85,213.7,5.5,1171.66,0.0,64.7,44.93,-1902.9,1458.2
511,2019-08-21,1932.35,432.1,0.0,15.33,1263.59,0.0,28.91,31.92,-1582.35,1120.98
512,2019-08-22,2060.42,401.89,0.0,6.87,1341.67,0.0,74.94,47.57,-1573.71,1183.76
513,2019-08-23,2734.42,546.8,314.5,29.1,1387.8,0.0,94.3,113.09,-2323.16,1806.71
514,2019-08-24,2389.8,453.69,0.0,15.29,1502.27,0.0,144.89,56.28,-2189.11,1605.16
515,2019-08-25,1734.33,354.38,59.9,11.62,1078.3,0.0,50.55,20.25,-1338.41,1018.94
516,2019-08-26,2510.5,329.0,162.6,7.43,1636.27,0.0,101.79,45.0,-1675.64,1259.25
517,2019-08-27,2176.83,318.2,161.7,15.52,1259.88,0.0,127.71,94.88,-1402.43,1054.72
518,2019-08-28,1855.26,565.37,0.0,7.4,979.74,0.0,75.37,58.78,-1390.64,1062.12
519,2019-08-29,1965.98,318.22,172.2,10.87,1122.42,0.0,74.09,89.33,-995.04,756.63
520,2019-08-30,2640.97,651.45,202.5,22.13,1344.38,0.0,84.91,95.31,-1944.68,1494.22
521,2019-08-31,2047.59,501.95,79.0,19.9,1099.92,0.0,132.97,27.56,-1694.5,1292.51
522,2019-09-01,2183.67,485.82,222.5,13.5,1194.41,0.0,50.7,18.11,-1653.83,1275.79
523,2019-09-02,1764.47,314.02,239.6,19.76,939.26,0.0,43.78,47.45,-1173.41,883.07
524,2019-09-03,1305.67,354.48,0.0,11.27,698.09,0.0,54.25,68.75,-936.16,686.95
525,2019-09-04,2263.47,495.83,0.0,20.29,1390.79,0.0,84.74,65.9,-1243.83,944.64
526,2019-09-05,1675.48,412.72,72.9,13.45,863.37,0.0,83.02,77.57,-1282.83,935.98
527,2019-09-06,2466.79,537.38,59.9,18.06,1519.99,0.0,57.51,49.52,-2003.62,1463.36
528,2019-09-07,1945.52,289.41,220.4,5.58,1040.41,0.0,119.3,93.44,-1659.77,1244.46
529,2019-09-08,1749.31,317.49,82.7,9.24,1078.75,0.0,59.75,42.22,-1319.97,866.43
530,2019-09-09,1710.14,376.73,85.4,9.42,973.05,0.0,86.0,23.96,-1190.84,906.68
531,2019-09-10,1719.11,490.46,0.0,3.26,855.68,0.0,98.56,112.32,-1150.54,892.55
532,2019-09-11,1931.59,430.8,303.9,7.6,834.33,0.0,94.39,84.81,-1188.25,906.8
533,2019-09-12,2326.06,565.82,85.4,22.32,1229.34,0.0,139.32,41.07,-1698.18,1271.37
534,2019-09-13,1840.8,453.44,0.0,26.57,1028.91,0.0,102.95,61.45,-1532.51,1145.74
535,2019-09-14,2525.9,448.49,141.7,6.97,1559.65,0.0,115.95,23.35,-1815.59,1302.44
