,dates,total,pack,carton,grcy,misc_total,vape,tobacco,beer,main,card
536,2019-09-15,1854.33,346.19,262.5,17.84,928.85,0.0,66.07,64.2,-1592.42,1210.91
537,2019-09-16,1750.01,479.5,59.9,17.18,949.82,0.0,47.91,36.51,-1350.11,978.88
538,2019-09-17,1493.27,268.23,158.0,14.37,755.27,0.0,104.15,57.37,-966.95,714.58
539,2019-09-18,1995.81,453.28,297.6,13.54,939.67,0.0,32.77,77.39,-1638.16,1252.02
540,2019-09-19,2153.65,386.58,142.6,9.51,1312.14,0.0,81.74,25.16,-1528.69,1110.94
541,2019-09-20,2466.56,460.63,387.4,17.32,1160.46,0.0,135.11,86.27,-2161.51,1665.99
542,2019-09-21,2237.72,358.71,242.5,12.26,1247.75,0.0,106.51,66.46,-2093.42,1569.43
543,2019-09-22,2688.68,463.16,158.9,10.85,1681.03,0.0,44.52,85.66,-2139.6,1616.04
544,2019-09-23,1386.27,274.56,0.0,17.29,843.73,0.0,86.96,37.58,-1139.18,840.5
545,2019-09-24,1270.12,485.96,0.0,9.8,540.82,0.0,55.42,62.53,-794.47,596.68
546,2019-09-25,1928.43,460.81,73.9,18.24,1071.65,0.0,51.87,76.46,-1269.36,948.79
547,2019-09-26,2261.48,440.48,235.5,18.64,1285.09,0.0,60.05,31.96,-1746.43,1343.77
548,2019-09-27,2104.3,412.19,62.3,10.15,1254.7,0.0,72.01,101.5,-1734.13,1342.16
549,2019-09-28,3522.56,324.16,86.9,4.64,2598.54,0.0,107.23,80.74,-3522.56,2625.3
550,2019-09-29,2624.56,352.81,355.7,7.97,1535.85,0.0,92.31,41.2,-2271.45,1710.64
551,2019-09-30,2788.98,607.16,239.7,18.14,1534.91,0.0,55.44,79.92,-2175.9,1643.08
552,2019-10-01,2773.73,509.35,73.9,16.83,1477.46,0.0,149.17,47.29,-2252.24,1649.21
553,2019-10-02,2211.39,334.31,155.6,5.98,1397.45,0.0,55.17,61.73,-1719.3,1307.43
554,2019-10-03,2304.13,323.19,59.9,19.09,1556.7,0.0,89.08,60.48,-2059.64,1556.54
555,2019-10-04,3270.83,401.63,221.6,10.19,2139.67,0.0,109.59,90.65,-2702.96,2075.54
556,2019-10-05,3184.3,459.39,242.5,13.99,1992.66,0.0,82.56,103.64,-3184.3,2505.98
557,2019-10-06,2230.13,328.19,345.3,11.69,1204.37,0.0,87.22,50.51,-1760.05,1327.06
558,2019-10-07,2686.71,394.0,318.2,5.15,1545.99,0.0,128.22,50.84,-2390.23,1745.13
559,2019-10-08,2145.28,326.04,251.2,9.34,1208.72,0.0,83.95,70.88,-1892.03,1411.79
560,2019-10-09,2527.25,372.92,0.0,3.85,1824.37,0.0,62.64,33.6,-1883.05,1434.38
561,2019-10-10,1740.67,529.42,119.8,25.63,750.97,0.0,106.75,49.77,-1431.49,1096.13
562,2019-10-11,1651.9,418.91,79.0,3.19,816.52,0.0,108.87,75.12,-1295.7,949.94
563,2019-10-12,1359.65,414.86,81.8,21.19,603.43,0.0,65.57,35.15,-889.03,584.0
564,2019-10-13,1178.44,353.19,59.9,4.73,532.7,0.0,54.09,66.61,-877.15,674.79
565,2019-10-14,1513.32,418.1,145.8,25.33,597.8,0.0,81.29,107.3,-1188.34,901.55
566,2019-10-15,1939.62,662.47,73.9,18.14,880.79,0.0,71.12,56.75,-1162.24,764.58
567,2019-10-16,1266.99,494.91,82.7,9.11,495.3,0.0,43.76,25.93,-860.16,610.23
568,2019-10-17,1828.42,322.38,221.7,11.66,928.86,0.0,75.54,101.96,-1261.75,939.28
569,2019-10-18,1891.91,434.47,0.0,7.33,1141.45,0.0,63.58,72.97,-1326.7,1003.85
570,2019-10-19,1946.92,415.61,335.2,2.38,807.46,0.0,114.89,94.29,-1449.96,1046.35
571,2019-10-20,1434.59,339.92,159.8,6.48,659.03,0.0,63.6,75.27,-939.98,677.02
572,2019-10-21,1571.11,394.9,0.0,8.98,1032.52,0.0,72.5,9.35,-1272.36,927.11
573,2019-10-22,1640.02,525.39,145.0,12.66,642.0,0.0,87.51,78.24,-1207.98,911.35
574,2019-10-23,1815.48,419.93,99.9,8.57,1027.09,0.0,47.5,47.32,-1341.18,980.93
575,2019-10-24,1273.5,413.59,0.0,12.28,585.71,0.0,97.1,48.8,-737.89,524.34
576,2019-10-25,1816.36,502.1,302.4,4.39,639.84,0.0,110.68,91.7,-1356.43,988.18
577,2019-10-26,1859.06,456.76,165.4,10.48,935.7,0.0,90.26,31.35,-1585.8,1236.18
578,2019-10-27,1152.91,374.18,72.9,6.16,505.1,0.0,47.68,41.97,-812.4,640.55
579,2019-10-28,2159.81,548.87,318.6,18.79,862.1,0.0,101.74,113.0,-1253.23,928.92
580,2019-10-29,1695.01,583.94,245.3,250.77,691.37,0.0,145.03,46.87,-1303.83,985.38
581,2019-10-30,1655.19,360.66,0.0,12.07,978.47,0.0,84.74,68.63,-1227.25,909.5
582,2019-10-31,1701.8,363.81,0.0,18.61,960.21,0.0,98.16,106.19,-1552.24,1169.55
583,2019-11-01,1986.76,528.44,132.8,11.29,971.85,0.0,74.48,87.17,-1383.18,1035.93
584,2019-11-02,2524.98,470.78,520.3,20.51,1106.0,0.0,63.94,113.76,-1919.93,1453.57
585,2019-11-03,1487.25,339.12,294.3,5.68,550.45,0.0,108.48,53.93,-1327.0,1008.6
586,2019-11-04,1316.25,451.08,0.0,19.86,627.54,0.0,46.76,51.22,-719.58,523.54
587,2019-11-05,1258.07,428.08,221.7,13.45,694.0,0.0,66.69,89.61,-1258.07,934.75
588,2019-11-06,1842.65,468.92,79.9,12.24,818.37,0.0,200.26,95.28,-1473.68,1113.85
589,2019-11-07,2037.06,555.25,159.8,4.38,994.61,0.0,82.79,54.91,-1403.63,1073.58
590,2019-11-08,1985.51,456.04,263.4,24.73,874.37,0.0,117.29,69.05,-877.37,640.39
591,2019-11-09,2176.79,432.36,307.9,12.36,1118.28,0.0,41.21,66.63,-1437.36,1062.9
592,2019-11-10,1581.81,382.54,79.0,8.79,858.62,0.0,70.61,65.0,-1361.77,1026.03
593,2019-11-11,2031.96,405.67,0.0,24.54,1239.88,0.0,100.17,76.86,-1538.62,1170.33
594,2019-11-12,1861.61,519.4,262.4,16.56,686.36,0.0,61.83,99.0,-1464.25,1130.6
595,2019-11-13,1691.62,409.05,0.0,15.97,998.98,0.0,79.35,34.36,-1221.87,917.06
596,2019-11-14,1451.08,466.71,0.0,15.88,749.09,0.0,38.5,48.73,-1175.31,895.04
597,2019-11-15,1828.99,474.33,0.0,8.95,775.48,0.0,105.51,65.8,-1468.14,1115.28
598,2019-11-16,2324.06,412.68,201.6,5.42,1300.77,0.0,84.61,107.56,-1883.99,1492.11
599,2019-11-17,1994.75,389.17,241.6,21.0,1072.92,0.0,79.32,9.27,-1745.91,1278.29
600,2019-11-18,1726.81,542.96,164.4,15.02,715.39,0.0,61.42,70.53,-1180.23,816.0
601,2019-11-19,1463.56,393.56,79.9,11.03,696.06,0.0,103.61,46.23,-993.1,755.82
602,2019-11-20,1752.85,397.91,142.6,5.28,862.59,0.0,116.95,68.1,-1273.68,977.91
603,2019-11-21,2032.68,350.91,307.7,2.49,950.71,0.0,132.14,102.82,-1481.53,1121.58
604,2019-11-22,2209.3,578.22,341.5,17.39,877.28,0.0,80.16,113.74,-1586.64,1203.33
605,2019-11-23,2366.79,585.41,326.1,19.59,1068.67,0.0,133.8,17.94,-2032.37,1536.73
606,2019-11-24,2044.72,402.05,167.2,6.22,1145.52,0.0,92.99,44.76,-1696.13,1281.82
607,2019-11-25,2088.46,414.23,119.8,12.65,1185.61,0.0,115.38,50.81,-1344.72,918.79
608,2019-11-26,2061.66,460.48,83.6,4.78,1144.95,0.0,134.14,45.94,-1309.11,1000.06
609,2019-11-27,1897.44,739.08,62.3,13.46,812.82,0.0,38.76,58.37,-1515.08,1095.65
610,2019-11-28,1064.75,155.57,0.0,1.0,755.74,0.0,45.87,9.75,-734.72,571.21
611,2019-11-29,2012.39,448.62,119.8,19.69,1109.51,0.0,95.5,36.19,-1572.34,1229.44
612,2019-11-30,2191.62,411.47,240.9,14.08,1222.22,0.0,71.15,32.42,-1806.57,1333.38
613,2019-12-01,1556.41,329.93,0.0,8.34,955.95,0.0,76.57,44.01,-1059.39,802.19
614,2019-12-02,1706.46,464.29,83.6,8.15,893.93,0.0,57.38,43.87,-1067.75,796.36
615,2019-12-03,2371.9,477.93,356.9,9.39,1124.75,0.0,138.8,46.39,-2197.09,1678.85
616,2019-12-04,1812.35,426.42,0.0,21.42,1022.82,0.0,165.86,10.65,-1356.42,1038.24
617,2019-12-05,2045.46,382.63,79.9,12.54,1155.35,0.0,147.4,76.18,-1659.09,1188.35
618,2019-12-06,2548.08,595.55,153.5,15.45,1318.22,0.0,163.53,70.07,-1781.41,1364.77
619,2019-12-07,2629.82,308.1,312.3,20.13,1571.3,0.0,153.14,25.62,-2077.57,1660.89
620,2019-12-08,2004.02,389.64,313.5,12.14,958.92,0.0,125.28,60.91,-1608.65,1230.68
621,2019-12-09,2080.11,450.92,243.4,17.74,931.57,0.0,175.62,71.65,-1345.5,1028.54
622,2019-12-10,1794.92,430.47,0.0,16.96,1103.91,0.0,59.89,20.4,-1219.04,892.67
623,2019-12-11,1967.47,416.35,293.5,11.9,1009.77,0.0,22.38,34.63,-1399.33,1063.71
624,2019-12-12,1661.74,477.8,0.0,6.46,831.91,0.0,131.55,62.81,-1202.02,966.94
625,2019-12-13,2349.49,445.13,119.8,17.52,1340.93,0.0,148.21,64.15,-1780.53,1361.0
626,2019-12-14,2200.0,623.02,161.8,13.42,1061.3,0.0,45.08,96.38,-1330.28,1037.9
627,2019-12-15,1513.95,335.58,92.3,11.6,810.13,0.0,106.67,19.96,-917.44,670.27
628,2019-12-16,2776.96,465.54,80.9,11.62,1801.82,0.0,122.7,41.8,-2053.11,1603.74
629,2019-12-17,2997.14,721.47,217.1,6.38,1622.74,0.0,116.59,40.27,-2007.06,1592.4
630,2019-12-18,2309.95,457.86,248.1,4.37,1178.61,0.0,167.59,43.31,-1759.93,1277.71
631,2019-12-19,2016.66,429.15,83.6,18.49,1126.3,0.0,89.9,85.75,-1136.6,879.64
632,2019-12-20,2636.24,515.78,119.8,6.92,1579.47,0.0,129.51,44.96,-2042.17,1564.65
633,2019-12-21,3304.05,588.85,284.3,19.29,2050.29,0.0,43.58,17.22,-2579.44,1786.49
634,2019-12-22,2151.03,415.26,330.8,18.81,1097.88,0.0,62.86,29.75,-1711.0,1314.25
635,2019-12-23,2609.41,590.26,303.3,17.4,1305.98,0.0,95.8,53.32,-1934.01,1600.92
636,2019-12-24,1816.95,357.32,0.0,8.95,1188.17,0.0,69.83,27.36,-835.33,582.56
638,2019-12-26,3001.34,445.01,267.9,22.21,1821.35,0.0,116.93,54.89,-2231.24,1697.95
639,2019-12-27,2471.07,526.94,141.7,8.13,1394.42,0.0,102.47,72.6,-1481.01,1121.24
640,2019-12-28,2428.16,336.08,248.1,14.79,1443.79,0.0,140.58,23.96,-1767.33,1312.43
641,2019-12-29,2601.13,344.66,143.5,14.81,1713.94,0.0,79.46,68.16,-2130.31,1699.88
642,2019-12-30,2220.87,515.24,143.5,20.91,1229.62,0.0,64.46,45.12,-1780.81,1336.08
643,2019-12-31,2621.66,468.44,83.6,16.61,1667.61,0.0,116.82,30.08,-1521.61,1136.2
644,2020-01-01,1138.11,224.19,59.9,5.78,686.34,0.0,43.89,14.48,-709.16,500.58
645,2020-01-02,2571.81,545.7,59.9,21.79,1567.58,0.0,118.8,24.14,-1691.77,1309.48
646,2020-01-03,3017.28,521.2,394.4,68.53,1622.11,0.0,93.75,42.81,-2137.19,1702.32
647,2020-01-04,3239.52,493.46,140.8,11.16,2169.47,0.0,111.87,18.15,-2689.5,2151.14
648,2020-01-05,1889.68,249.85,259.6,1.0,1151.07,0.0,23.74,32.54,-1586.63,1275.54
649,2020-01-06,1654.66,434.75,283.4,32.22,663.86,0.0,166.93,19.45,-1520.27,1157.35
650,2020-01-07,2084.53,376.16,140.8,12.16,1267.05,0.0,76.8,21.94,-1582.18,1224.36
651,2020-01-08,1840.06,432.8,157.2,20.12,967.9,0.0,75.53,17.13,-1404.59,1071.19
652,2020-01-09,2051.49,437.6,290.09,5.47,1043.33,0.0,41.98,38.48,-1936.87,1424.31
653,2020-01-10,1971.77,384.21,119.8,15.91,1164.44,0.0,96.99,11.05,-1514.35,990.82
654,2020-01-11,2841.01,490.06,329.0,11.89,1577.02,0.0,118.64,56.01,-2101.44,1504.33
655,2020-01-12,2751.62,538.41,491.5,19.9,1310.41,0.0,96.45,44.68,-2421.58,1776.78
656,2020-01-13,2001.85,352.22,83.6,36.01,1180.83,0.0,79.49,74.11,-1718.64,1216.9
657,2020-01-14,1491.81,391.3,119.8,10.53,704.45,0.0,79.09,51.02,-1065.33,766.23
658,2020-01-15,2177.79,494.22,59.9,14.01,1312.8,0.0,38.69,60.07,-1465.79,898.03
659,2020-01-16,2310.28,318.83,165.9,12.43,1519.3,0.0,62.96,20.73,-1642.54,1185.43
660,2020-01-17,2905.85,491.22,246.2,17.12,1657.65,0.0,176.74,52.63,-2541.46,1884.08
661,2020-01-18,2052.83,478.3,164.5,23.08,1140.79,0.0,34.04,25.41,-1348.79,991.77
662,2020-01-19,2184.14,458.8,246.2,22.0,1200.0,0.0,56.0,42.0,-1572.84,1196.57
663,2020-01-20,2105.87,441.63,363.9,8.17,996.35,0.0,56.77,45.51,-1576.99,1090.7
664,2020-01-21,1127.81,418.5,80.9,3.48,409.52,0.0,122.55,46.55,-814.12,416.62
665,2020-01-22,2309.65,424.61,203.4,15.29,1400.32,0.0,35.59,20.4,-1805.8,1346.78
666,2020-01-23,1959.83,402.55,175.9,10.24,1080.77,0.0,86.8,25.31,-1371.73,967.15
667,2020-01-24,1861.27,402.26,143.5,4.28,975.06,0.0,78.95,87.91,-1449.82,1072.0
668,2020-01-25,1771.8,424.68,248.1,20.51,718.79,0.0,54.97,93.55,-1441.75,1122.53
669,2020-01-26,2156.17,311.53,397.6,5.49,1096.44,0.0,99.16,44.81,-1826.14,1401.67
670,2020-01-27,1845.85,460.37,0.0,12.64,1047.99,0.0,66.54,78.43,-1318.51,923.51
671,2020-01-28,1569.13,391.34,83.6,7.87,853.11,0.0,37.89,52.57,-1090.59,698.28
672,2020-01-29,1604.38,457.63,83.6,4.18,736.41,0.0,133.68,42.94,-1363.21,877.07
673,2020-01-30,1770.36,464.3,140.8,15.55,854.43,0.0,46.56,87.68,-1385.18,1007.21
674,2020-01-31,2705.24,458.96,313.2,13.44,1441.47,0.0,121.5,110.59,-2306.17,1607.18
675,2020-02-01,2564.5,604.2,80.9,4.08,1387.97,0.0,211.49,42.58,-1629.44,1231.86
676,2020-02-02,2075.01,375.91,241.7,10.99,1097.63,0.0,131.32,39.72,-1665.96,1205.99
677,2020-02-03,2287.49,379.91,220.4,8.54,1305.9,0.0,92.12,26.98,-1868.23,1380.16
678,2020-02-04,2373.49,565.98,259.6,18.42,1140.87,0.0,114.5,58.18,-2040.14,1233.28
679,2020-02-05,2157.3,441.86,223.4,21.24,1087.95,0.0,118.98,68.49,-1698.32,1057.87
680,2020-02-06,2410.24,557.8,59.9,7.15,1320.96,0.0,175.91,69.28,-1634.36,1050.4
681,2020-02-07,2505.35,436.11,59.9,36.28,1616.71,0.0,52.41,76.01,-2057.5,1390.31
682,2020-02-08,2954.59,641.33,157.2,11.34,1745.86,0.0,95.6,34.62,-2346.25,1709.34
683,2020-02-09,2490.2,296.08,256.8,4.18,1494.52,0.0,130.97,81.11,-2113.96,1687.72
684,2020-02-10,2110.52,421.23,215.3,9.87,1096.57,0.0,143.43,32.16,-1724.39,1303.78
685,2020-02-11,2129.41,321.3,73.6,16.02,1379.37,0.0,77.64,67.46,-1903.32,1140.56
686,2020-02-12,2066.01,587.57,164.5,12.41,1008.51,0.0,37.08,67.98,-1582.88,1127.31
687,2020-02-13,2359.26,414.09,273.3,33.11,1246.55,0.0,120.67,56.96,-1979.45,1312.98
688,2020-02-14,2918.76,543.34,324.5,13.23,1606.9,0.0,87.99,77.29,-2146.75,1504.6
689,2020-02-15,2490.42,422.02,161.8,12.73,1483.55,0.0,81.56,102.21,-2020.6,1431.21
690,2020-02-16,2469.74,384.37,203.4,2.99,1525.73,0.0,98.92,30.0,-2151.77,1664.49
691,2020-02-17,2667.51,353.69,161.09,4.06,1739.01,0.0,82.65,84.17,-2091.41,1506.46
692,2020-02-18,2097.92,378.51,153.5,10.43,1179.61,0.0,90.6,94.44,-1665.26,1145.44
693,2020-02-19,3317.44,434.86,83.6,6.16,2370.29,0.0,63.79,56.99,-2927.19,2210.39
694,2020-02-20,2980.01,379.47,133.5,20.63,2039.66,0.0,58.29,77.41,-2581.8,1548.2
695,2020-02-21,3102.13,461.42,316.7,8.94,1757.3,0.0,150.86,124.74,-2937.11,2160.66
696,2020-02-22,3083.53,351.36,237.2,13.61,1943.82,0.0,117.15,135.91,-2644.39,1714.27
697,2020-02-23,2588.13,353.01,256.8,5.45,1564.77,0.0,139.78,32.91,-2423.11,1700.65
698,2020-02-24,2265.89,505.73,160.0,25.46,1258.26,0.0,55.12,55.49,-1879.65,1309.96
699,2020-02-25,1920.67,383.4,79.9,10.65,1173.44,0.0,78.65,19.92,-1639.67,1117.06
700,2020-02-26,2644.67,379.98,80.9,15.72,1776.21,0.0,104.96,46.33,-2104.1,1539.96
701,2020-02-27,2869.18,424.4,426.7,18.0,1511.72,0.0,145.78,81.81,-2447.54,1595.71
702,2020-02-28,3111.81,584.63,343.2,10.24,1744.72,0.0,62.97,83.0,-2520.21,1597.66
703,2020-02-29,3066.33,721.92,0.0,20.32,1898.28,0.0,106.41,40.44,-2626.24,2105.12
704,2020-03-01,2489.2,468.82,80.9,21.0,1563.09,0.0,98.98,29.07,-2007.57,1421.62
705,2020-03-02,3126.15,436.88,383.2,7.25,1857.08,0.0,93.91,63.49,-2603.49,1901.37
706,2020-03-03,2802.58,437.46,160.8,9.04,1707.9,0.0,154.31,78.12,-2318.76,1736.75
707,2020-03-04,2808.95,531.79,350.6,9.84,1487.17,0.0,129.81,44.2,-2282.16,1570.29
708,2020-03-05,2809.16,427.47,159.8,12.8,1780.51,0.0,110.88,62.18,-2809.16,2116.12
709,2020-03-06,3744.05,406.43,0.0,11.99,2720.34,0.0,190.47,74.3,-3296.16,2496.29
710,2020-03-07,3099.81,572.86,284.3,21.54,1821.3,0.0,58.23,59.54,-2549.73,1746.14
711,2020-03-08,2399.89,379.18,161.8,10.33,1438.8,0.0,87.81,103.66,-2098.77,1492.44
712,2020-03-09,3257.71,506.73,485.2,12.22,1771.99,0.0,140.82,44.41,-2907.43,2038.37
713,2020-03-10,2418.35,421.29,0.0,12.02,1620.7,0.0,102.88,41.43,-2136.51,1554.14
714,2020-03-11,2706.29,526.45,83.6,14.32,1747.91,0.0,30.76,57.08,-2200.66,1468.99
715,2020-03-12,2869.91,644.01,133.5,39.45,1564.21,0.0,131.85,95.82,-2578.79,1778.45
716,2020-03-13,3760.12,544.61,92.7,24.46,2441.52,0.0,175.97,138.84,-3024.22,2087.96
717,2020-03-14,3858.81,510.56,166.3,20.47,2661.86,0.0,98.47,50.17,-2978.74,2268.35
718,2020-03-15,3422.83,396.21,848.8,29.09,1671.85,0.0,83.66,81.89,-3054.3,2421.89
719,2020-03-16,4442.88,774.79,344.2,13.1,2638.39,0.0,185.86,81.43,-3756.74,2531.18
720,2020-03-17,3055.02,347.59,163.5,22.78,2016.02,0.0,175.39,51.86,-2467.29,1809.13
721,2020-03-18,3324.51,505.21,382.5,23.25,1929.79,0.0,112.11,69.25,-3050.56,2157.37
722,2020-03-19,2938.12,453.78,228.1,14.91,1780.86,0.0,97.41,95.84,-2091.69,1396.81
723,2020-03-20,5018.44,634.61,140.8,15.28,3436.32,0.0,242.51,92.5,-5018.42,3535.77
724,2020-03-21,2907.74,478.66,406.3,4.98,1498.29,0.0,182.5,72.58,-2907.74,2008.1
725,2020-03-22,2751.87,351.52,481.3,8.15,1499.32,0.0,114.66,46.58,-2528.89,1766.55
726,2020-03-23,3827.76,523.85,0.0,13.22,2680.53,0.0,153.49,108.48,-2781.01,2016.75
727,2020-03-24,4121.45,460.39,411.6,9.63,2530.86,0.0,272.76,61.38,-3442.82,2445.83
728,2020-03-25,4012.64,598.05,157.2,7.85,2665.79,0.0,119.49,99.31,-3572.63,2496.26
729,2020-03-26,2173.44,391.95,79.9,6.57,1387.29,0.0,54.48,55.59,-2173.44,1408.49
730,2020-03-27,3836.85,529.19,321.6,10.32,2489.71,0.0,79.26,57.89,-3825.85,2624.42
731,2020-03-28,3825.21,426.37,580.4,8.36,2191.56,0.0,222.52,48.07,-3369.13,2471.9
732,2020-03-29,2312.2,537.44,0.0,11.09,1369.73,0.0,131.64,51.95,-2075.17,1387.62
733,2020-03-30,3582.19,656.01,235.4,14.72,2160.52,0.0,119.65,70.07,-3073.1,2067.18
734,2020-03-31,3199.37,453.77,320.6,9.75,1899.27,0.0,130.03,94.92,-2792.68,1879.22
735,2020-04-01,4066.85,720.72,625.1,21.46,1983.5,0.0,273.26,72.92,-3297.33,2208.05
736,2020-04-02,3567.29,593.36,321.7,12.39,1878.21,0.0,331.21,105.97,-3054.56,2104.64
737,2020-04-03,5180.8,742.26,681.8,10.42,3017.05,0.0,144.67,113.4,-4697.1,3393.28
738,2020-04-04,3525.48,452.14,328.0,7.64,2205.62,0.0,141.04,70.37,-2599.68,1879.94
739,2020-04-05,3319.01,327.28,425.1,6.66,1765.18,0.0,411.0,81.98,-3234.87,2273.06
740,2020-04-06,4108.72,512.71,510.7,10.34,2272.74,0.0,228.66,199.83,-3295.11,2364.53
741,2020-04-07,2856.77,610.78,577.1,13.72,1253.72,0.0,81.03,60.56,-2624.61,1921.55
742,2020-04-08,3578.97,478.1,332.6,12.8,2147.37,0.0,164.75,128.25,-3012.85,2014.78
743,2020-04-09,3630.6,486.1,495.3,14.31,2001.82,0.0,165.94,136.91,-2990.75,2026.99
744,2020-04-10,3878.27,865.8,80.9,26.03,2307.59,0.0,165.65,79.56,-3166.59,2144.24
745,2020-04-11,3745.44,647.23,409.0,28.22,2160.28,0.0,111.09,48.97,-2645.4,1917.9
746,2020-04-12,2694.41,442.95,244.4,8.84,1551.28,0.0,86.74,115.1,-2298.57,1578.53
747,2020-04-13,4008.21,598.75,83.6,12.22,2665.77,0.0,226.17,57.15,-3588.83,2459.13
748,2020-04-14,3098.16,486.74,334.4,15.94,1743.47,0.0,131.85,99.79,-2710.3,1821.31
749,2020-04-15,5382.81,580.49,75.4,20.95,3863.29,0.0,226.77,126.32,-4713.14,3412.24
750,2020-04-16,5368.3,567.55,584.0,20.67,3245.87,0.0,302.04,159.97,-4605.23,3383.95
751,2020-04-17,4761.7,631.14,402.6,47.87,2922.45,0.0,200.21,124.3,-4122.3,2573.63
752,2020-04-18,4887.57,618.39,650.6,27.41,2890.36,0.0,165.35,90.93,-4096.48,3246.1
753,2020-04-19,3706.87,536.48,397.0,16.17,2071.06,0.0,186.17,158.81,-3049.16,2030.87
754,2020-04-20,4348.03,584.23,80.9,15.9,3000.4,0.0,220.73,50.36,-3634.84,2554.53
755,2020-04-21,3660.34,478.76,438.8,22.85,2150.66,0.0,134.53,101.79,-3330.31,2475.78
756,2020-04-22,4573.29,602.06,323.3,7.16,2895.25,0.0,278.67,50.89,-4104.25,3525.56
757,2020-04-23,4303.9,540.46,80.9,22.49,2970.39,0.0,216.27,81.94,-3750.32,2411.11
758,2020-04-24,4134.85,583.66,329.0,34.69,2522.97,0.0,180.98,107.5,-3694.84,2611.78
759,2020-04-25,4499.94,683.68,507.6,14.86,2572.16,0.0,171.89,140.46,-3399.85,2468.29
760,2020-04-26,2542.22,445.31,73.6,21.63,1572.75,0.0,145.73,51.93,-2297.02,1487.36
761,2020-04-27,4680.46,634.53,317.0,19.76,2992.52,0.0,238.93,73.61,-3950.69,2557.42
762,2020-04-28,4482.75,720.52,578.0,21.02,2435.53,0.0,225.32,94.6,-3701.84,2640.96
763,2020-04-29,4742.39,589.77,687.7,26.83,2721.9,0.0,185.04,99.79,-3821.4,2842.58
764,2020-04-30,4311.45,609.44,418.6,9.16,2676.69,0.0,119.42,86.01,-4034.09,3153.51
765,2020-05-01,5898.99,693.36,760.2,36.17,3566.35,0.0,211.35,95.03,-5113.66,3508.68
766,2020-05-02,4422.94,725.62,321.8,44.11,2768.2,0.0,66.29,94.66,-4018.06,2929.46
767,2020-05-03,3569.11,496.68,465.1,30.49,2060.46,0.0,119.73,71.94,-3182.6,2304.81
768,2020-05-04,4176.97,511.48,492.5,23.49,2528.64,0.0,150.99,89.99,-3956.95,2933.18
769,2020-05-05,5692.52,693.14,320.69,23.0,3284.38,0.0,792.34,61.27,-4770.96,3391.06
770,2020-05-06,4286.55,676.37,454.2,18.63,2533.2,0.0,148.45,65.8,-3740.82,2551.6
771,2020-05-07,4533.68,632.55,522.4,41.11,2654.59,0.0,161.25,109.39,-3953.93,2812.47
772,2020-05-08,4754.56,463.03,451.2,22.01,3020.55,0.0,251.54,113.76,-4079.72,2830.09
773,2020-05-09,4800.15,716.94,535.1,31.18,2792.74,0.0,217.59,69.97,-3599.64,2923.41
774,2020-05-10,3707.09,727.91,407.1,43.19,2021.47,0.0,81.72,88.51,-3142.25,2171.24
775,2020-05-11,4163.23,597.22,524.0,53.02,2439.21,0.0,138.34,32.72,-3556.88,2414.61
776,2020-05-12,4483.48,497.04,511.3,21.99,2751.29,0.0,222.28,71.82,-3407.02,3129.35
777,2020-05-13,4345.23,482.14,511.3,21.99,2695.74,0.0,181.66,57.17,-3745.23,2764.44
778,2020-05-14,5225.96,534.57,641.4,29.9,3194.7,0.0,236.27,113.78,-4529.79,3031.6
779,2020-05-15,3928.62,503.53,329.4,30.08,2446.74,0.0,139.43,122.06,-3525.58,2438.11
780,2020-05-16,5019.27,620.53,627.0,26.7,3001.53,0.0,233.17,53.84,-4139.17,3496.72
781,2020-05-17,3843.14,482.33,722.8,39.3,1995.45,0.0,145.43,108.29,-3171.03,2281.31
782,2020-05-18,3815.29,589.21,500.7,19.31,2190.93,0.0,122.18,57.24,-3244.5,2665.16
783,2020-05-19,4310.86,548.78,160.9,36.38,2852.44,0.0,245.74,74.51,-3462.17,2560.59
784,2020-05-20,3975.15,483.39,334.4,20.24,2441.51,0.0,214.67,119.34,-3425.12,2500.81
785,2020-05-21,3999.52,632.34,510.4,32.77,2065.28,0.0,288.95,105.98,-3594.38,2746.48
786,2020-05-22,5644.94,775.5,472.5,53.97,3492.84,0.0,220.28,116.39,-4583.43,3532.67
787,2020-05-23,4910.45,791.55,394.5,38.35,2952.76,0.0,184.45,102.19,-3739.92,2934.99
788,2020-05-24,3568.58,494.57,583.2,37.76,1969.34,0.0,105.19,53.95,-3194.94,2553.26
789,2020-05-25,4010.4,556.06,489.7,16.18,2372.85,0.0,141.51,69.32,-3000.07,1897.53
790,2020-05-26,3459.91,606.71,244.4,33.98,1804.74,0.0,287.41,167.96,-3129.88,2173.64
791,2020-05-27,4006.54,430.73,235.4,26.05,2631.61,0.0,200.81,117.43,-3443.06,2156.29
792,2020-05-28,4012.65,586.66,424.4,17.62,2274.64,0.0,195.17,139.05,-3507.58,2569.72
793,2020-05-29,5659.76,1041.57,423.4,31.68,3315.25,0.0,244.86,88.17,-4076.6,3235.63
794,2020-05-30,3591.01,735.79,247.2,21.67,2064.51,0.0,132.85,62.39,-3260.94,2496.13
795,2020-05-31,3321.5,637.11,562.3,21.14,1600.32,0.0,139.01,59.54,-3057.15,2122.65
796,2020-06-01,5379.95,737.03,328.1,17.54,3302.44,0.0,387.57,117.9,-4499.81,3454.05
